as_of,B00241,B07223,B03193,B15709,B04687,B05548,B05011,B13104,B06753,B08336,B10749,B10612
8/3/2000,77.8921,132.581,196.214,13.51,1420.66,34.9162,39.8646,26.6738,60.8121,42.5452,18.394,51.2924
8/4/2000,77.8921,133.581,197.771,13.5,1427.97,35.1652,39.9766,26.7848,61.0115,42.8506,18.5462,51.7886
8/5/2000,77.8921,133.581,197.771,13.5,1427.97,35.1652,39.9766,26.7848,61.0115,42.8506,18.5462,51.7886
8/6/2000,77.8921,133.581,197.771,13.5,1427.97,35.1652,39.9766,26.7848,61.0115,42.8506,18.5462,51.7886
8/7/2000,79.9762,135.581,199.121,13.66,1446.23,35.5637,40.2007,26.8465,61.966,43.3294,18.6548,52.2084
8/8/2000,79.9762,135.4,199.744,13.73,1453.53,35.6508,40.1783,26.6492,62.2224,43.4367,18.6657,52.3229
8/9/2000,80.063,135.127,199.329,13.73,1449.88,35.4142,39.9766,26.5012,62.1369,43.1478,18.481,52.0939
8/10/2000,78.5,132.49,198.187,13.69,1449.88,35.1154,39.7525,26.5135,61.3677,42.7845,18.5462,52.0176
8/11/2000,79.542,134.036,199.432,13.89,1464.49,35.3893,39.9318,26.7848,61.8235,43.1312,18.6765,52.59
8/12/2000,79.542,134.036,199.432,13.89,1464.49,35.3893,39.9318,26.7848,61.8235,43.1312,18.6765,52.59
8/13/2000,79.542,134.036,199.432,13.89,1464.49,35.3893,39.9318,26.7848,61.8235,43.1312,18.6765,52.59
8/14/2000,81.5392,135.672,200.782,13.98,1471.79,35.8625,40.1559,27.1424,62.7637,43.7091,18.8504,53.048
8/15/2000,81.3656,135.4,200.159,13.99,1468.14,35.7006,39.999,27.1794,62.5073,43.5027,18.7852,52.5137
8/16/2000,82.1471,136.309,200.159,14.06,1457.19,35.5886,39.9766,27.0191,62.2224,43.3706,18.6983,52.2847
8/17/2000,83.797,139.128,201.82,14.09,1479.1,35.9746,40.1334,27.1054,63.0913,43.8494,18.8395,52.4374
8/18/2000,84.6653,139.31,201.613,14,1468.14,35.875,40.1559,27.0315,62.9631,43.7173,18.7743,52.3229
8/19/2000,84.6653,139.31,201.613,14,1468.14,35.875,40.1559,27.0315,62.9631,43.7173,18.7743,52.3229
8/20/2000,84.6653,139.31,201.613,14,1468.14,35.875,40.1559,27.0315,62.9631,43.7173,18.7743,52.3229
8/21/2000,85.0995,139.583,202.028,13.98,1471.79,36.0618,40.3127,27.1794,63.2053,43.9485,18.8504,52.4755
8/22/2000,85.7942,141.219,201.613,13.98,1479.1,36.0244,40.3127,27.1548,63.0628,43.9072,18.8395,52.5137
8/23/2000,87.3573,141.674,201.405,13.9,1479.1,36.2237,40.2119,27.2534,63.8463,44.1383,18.9047,52.3229
8/24/2000,88.0519,143.856,201.82,13.96,1475.45,36.2735,40.3015,27.0931,64.3021,44.2044,18.9047,52.3229
8/25/2000,87.7046,144.129,202.132,14.02,1475.45,36.2361,40.3239,27.0808,64.2452,44.1548,18.9482,52.3992
8/26/2000,87.7046,144.129,202.132,14.02,1475.45,36.2361,40.3239,27.0808,64.2452,44.1548,18.9482,52.3992
8/27/2000,87.7046,144.129,202.132,14.02,1475.45,36.2361,40.3239,27.0808,64.2452,44.1548,18.9482,52.3992
8/28/2000,88.3993,144.402,202.235,14.01,1479.1,36.4104,40.4364,27.2904,64.4303,44.3777,19.0351,52.5137
8/29/2000,88.7466,144.584,202.755,13.97,1471.79,36.3108,40.4139,27.1548,64.3449,44.2539,18.9482,52.3229
8/30/2000,88.4861,145.493,203.17,13.96,1468.14,36.1489,40.4139,27.2288,64.0457,44.0558,18.9156,52.2466
8/31/2000,90.7439,148.494,204.208,14.04,1486.4,36.5101,40.6388,27.3398,64.7152,44.4933,18.9916,52.6664
9/1/2000,91.0912,149.04,204.727,14.08,1486.4,36.5848,40.8187,27.3521,65.0714,44.5841,19.1003,52.7045
9/2/2000,91.0912,149.04,204.727,14.08,1486.4,36.5848,40.8187,27.3521,65.0714,44.5841,19.1003,52.7045
9/3/2000,91.0912,149.04,204.727,14.08,1486.4,36.5848,40.8187,27.3521,65.0714,44.5841,19.1003,52.7045
9/4/2000,91.0912,149.04,204.727,14.08,1486.4,36.5848,40.8187,27.3521,65.0714,44.5841,19.1003,52.7045
9/5/2000,89.0071,146.221,202.339,14.12,1486.4,36.261,40.6838,27.1424,63.8321,44.1879,19.0785,52.8953
9/6/2000,86.2284,142.674,201.509,14.12,1497.36,35.8999,40.5038,27.0808,62.3363,43.7504,19.0785,52.8953
9/7/2000,88.6598,145.493,202.651,14.17,1493.71,36.1489,40.7062,27.2781,63.4759,44.0558,19.0677,52.819
9/8/2000,86.9231,143.038,202.339,14.07,1493.71,35.9622,40.7062,27.4014,62.3648,43.8246,19.1003,52.9717
9/9/2000,86.9231,143.038,202.339,14.07,1493.71,35.9622,40.7062,27.4014,62.3648,43.8246,19.1003,52.9717
9/10/2000,86.9231,143.038,202.339,14.07,1493.71,35.9622,40.7062,27.4014,62.3648,43.8246,19.1003,52.9717
9/11/2000,84.5785,140.765,201.924,14.02,1501.01,35.8252,40.7062,27.3644,61.7238,43.6678,19.2198,53.3151
9/12/2000,83.3628,140.037,202.235,13.97,1497.36,35.6508,40.6838,27.5247,61.1825,43.4532,19.2089,53.2006
9/13/2000,82.7549,142.583,202.132,13.88,1486.4,35.738,40.7512,27.5741,61.5671,43.5522,19.198,53.1625
9/14/2000,83.4496,144.675,201.924,13.78,1482.75,35.6384,40.7962,27.2288,61.4104,43.4367,19.1654,52.6664
9/15/2000,82.0602,143.493,200.367,13.68,1475.45,35.2648,40.5938,26.9945,60.5272,42.9909,19.0677,52.2084
9/16/2000,82.0602,143.493,200.367,13.68,1475.45,35.2648,40.5938,26.9945,60.5272,42.9909,19.0677,52.2084
9/17/2000,82.0602,143.493,200.367,13.68,1475.45,35.2648,40.5938,26.9945,60.5272,42.9909,19.0677,52.2084
9/18/2000,81.105,140.037,197.46,13.5,1453.48,34.7667,40.2789,26.7478,59.5728,42.3703,18.8721,51.3306
9/19/2000,84.4917,144.129,198.187,13.43,1449.82,35.1278,40.3914,27.1548,60.6839,42.8171,18.8612,51.1398
9/20/2000,85.5337,144.857,196.629,13.36,1438.83,34.9162,40.2789,26.8711,60.7836,42.5606,18.6548,50.5673
9/21/2000,82.9286,144.584,197.148,13.41,1435.17,34.8663,40.2565,27.1424,60.456,42.5027,18.6331,50.4147
9/22/2000,81.1919,146.13,197.252,13.47,1438.83,34.8663,40.3014,27.0685,60.1141,42.4944,18.8721,50.7581
9/23/2000,81.1919,146.13,197.252,13.47,1438.83,34.8663,40.3014,27.0685,60.1141,42.4944,18.8721,50.7581
9/24/2000,81.1919,146.13,197.252,13.47,1438.83,34.8663,40.3014,27.0685,60.1141,42.4944,18.8721,50.7581
9/25/2000,79.3683,145.493,197.045,13.37,1446.16,34.6248,40.2115,27.0651,59.6155,42.2047,18.883,50.7963
9/26/2000,77.8053,143.856,195.072,13.25,1442.5,34.3378,40.1215,27.0018,58.832,41.8572,18.8139,50.3765
9/27/2000,77.6316,143.765,195.176,13.26,1446.16,34.3378,40.2002,27.0778,58.6753,41.8489,18.8575,50.491
9/28/2000,79.8893,148.767,198.913,13.5,1468.12,35.0989,40.65,27.9774,59.8719,42.7757,19.2065,51.7062
9/29/2000,76.2422,146.584,197.356,13.49,1460.8,34.5749,40.4926,27.9014,58.3762,42.1468,19.1738,51.6678
9/30/2000,76.2422,146.584,197.356,13.49,1460.8,34.5749,40.4926,27.9014,58.3762,42.1468,19.1738,51.6678
10/1/2000,76.2422,146.584,197.356,13.49,1460.8,34.5749,40.4926,27.9014,58.3762,42.1468,19.1738,51.6678
10/2/2000,75.287,144.129,196.837,13.37,1464.46,34.5624,40.3346,27.8127,57.2224,42.1385,19.2283,51.7829
10/3/2000,73.8108,140.947,196.318,13.45,1471.78,34.3378,40.1992,27.9774,56.2822,41.8489,19.2392,51.8979
10/4/2000,75.3739,143.402,196.733,13.57,1464.46,34.525,40.1992,27.7113,56.9944,42.0889,19.2501,52.0514
10/5/2000,73.2898,143.129,196.629,13.53,1464.46,34.5749,40.2669,28.0154,56.9944,42.1551,19.4028,51.8596
10/6/2000,71.3794,138.491,193.619,13.36,1435.17,33.926,39.996,27.7113,55.8976,41.3606,19.1411,50.939
10/7/2000,71.3794,138.491,193.619,13.36,1435.17,33.926,39.996,27.7113,55.8976,41.3606,19.1411,50.939
10/8/2000,71.3794,138.491,193.619,13.36,1435.17,33.926,39.996,27.7113,55.8976,41.3606,19.1411,50.939
10/9/2000,71.1189,138.4,193.1,13.4,1431.51,33.7514,39.996,27.6607,55.8263,41.1538,19.0974,50.9006
10/10/2000,68.6875,135.4,190.919,13.36,1427.85,33.377,39.7703,27.4833,54.8577,40.7069,19.0538,50.4403
10/11/2000,68.1665,132.763,189.362,13.3,1409.55,32.853,39.4995,27.5086,54.3306,40.0531,18.8793,49.9033
10/12/2000,65.8219,128.216,186.04,13.17,1372.93,32.017,39.1609,27.1665,52.9488,39.0353,18.5412,48.6375
10/13/2000,71.2057,135.127,190.816,13.19,1405.88,33.0776,39.7477,27.5086,55.399,40.3345,18.7702,49.4047
10/14/2000,71.2057,135.127,190.816,13.19,1405.88,33.0776,39.7477,27.5086,55.399,40.3345,18.7702,49.4047
10/15/2000,71.2057,135.127,190.816,13.19,1405.88,33.0776,39.7477,27.5086,55.399,40.3345,18.7702,49.4047
10/16/2000,70.8584,136.127,190.608,13.23,1405.88,33.0901,39.7477,27.4199,55.6981,40.351,18.912,49.6348
10/17/2000,67.9928,133.399,186.663,13,1383.92,32.4911,39.3415,27.2298,54.7295,39.6228,18.7593,48.7142
10/18/2000,67.8191,132.853,188.013,12.98,1380.26,32.304,39.3415,27.4579,54.4731,39.3911,18.6394,48.6759
10/19/2000,72.2477,141.765,193.826,13.22,1416.87,33.4394,39.9735,28.0154,56.6383,40.7648,18.792,49.6348
10/20/2000,74.4187,140.128,195.176,13.18,1427.85,33.6391,40.0637,27.9267,57.0372,41.0048,18.7375,49.98
10/21/2000,74.4187,140.128,195.176,13.18,1427.85,33.6391,40.0637,27.9267,57.0372,41.0048,18.7375,49.98
10/22/2000,74.4187,140.128,195.176,13.18,1427.85,33.6391,40.0637,27.9267,57.0372,41.0048,18.7375,49.98
10/23/2000,75.4607,141.492,196.006,13.25,1427.85,33.6141,40.0186,27.8127,56.9944,40.9717,18.7157,50.2102
10/24/2000,73.2898,138.128,196.11,13.36,1442.5,33.6515,40.0412,28.3956,56.5528,41.0379,18.8793,50.7089
10/25/2000,69.5558,131.399,193.203,13.39,1420.53,32.853,39.6236,28.7377,54.8577,40.0697,18.7484,50.2869
10/26/2000,71.032,130.398,192.996,13.55,1409.55,32.853,39.5559,28.8391,54.9289,40.0531,18.6612,49.98
10/27/2000,70.1637,131.944,195.487,13.59,1427.85,33.2273,39.8493,28.9277,55.3135,40.5083,18.9666,50.7089
10/28/2000,70.1637,131.944,195.487,13.59,1427.85,33.2273,39.8493,28.9277,55.3135,40.5083,18.9666,50.7089
10/29/2000,70.1637,131.944,195.487,13.59,1427.85,33.2273,39.8493,28.9277,55.3135,40.5083,18.9666,50.7089
10/30/2000,68.7743,129.034,197.771,13.91,1468.12,33.6765,40.2118,29.5613,54.9574,41.0627,19.4137,52.55
10/31/2000,72.0741,135.127,203.066,14.08,1490.09,34.4127,40.6422,29.688,56.9944,41.9647,19.5882,53.2405
11/1/2000,71.1189,134.854,202.235,14.07,1479.11,34.2255,40.5063,29.612,56.7808,41.733,19.4573,52.7034
11/2/2000,72.5951,137.855,203.793,14.2,1479.11,34.4002,40.6875,29.7894,57.6497,41.9399,19.4792,52.8185
11/3/2000,72.8556,139.401,202.962,14.14,1475.45,34.3628,40.7328,29.5993,57.7637,41.8903,19.3592,52.7418
11/4/2000,72.8556,139.401,202.962,14.14,1475.45,34.3628,40.7328,29.5993,57.7637,41.8903,19.3592,52.7418
11/5/2000,72.8556,139.401,202.962,14.14,1475.45,34.3628,40.7328,29.5993,57.7637,41.8903,19.3592,52.7418
11/6/2000,71.9004,140.219,203.793,14.2,1482.77,34.5,40.7781,29.8781,58.134,42.0558,19.4792,53.0103
11/7/2000,72.0741,139.401,203.377,14.29,1482.77,34.4875,40.8235,29.6627,58.0913,42.0475,19.4137,53.0487
11/8/2000,68.427,133.763,201.716,14.23,1475.45,33.9385,40.6875,29.5359,56.1397,41.3855,19.4355,52.9336
11/9/2000,66.5166,131.126,198.913,14.2,1460.8,33.7264,40.393,29.5993,55.2993,41.1289,19.4224,52.7418
11/10/2000,62.9563,126.215,195.384,14.07,1442.5,32.9029,40.1212,29.2699,53.4189,40.1276,19.2971,52.0514
11/11/2000,62.9563,126.215,195.384,14.07,1442.5,32.9029,40.1212,29.2699,53.4189,40.1276,19.2971,52.0514
11/12/2000,62.9563,126.215,195.384,14.07,1442.5,32.9029,40.1212,29.2699,53.4189,40.1276,19.2971,52.0514
11/13/2000,61.5669,123.305,194.138,14.03,1431.51,32.5535,39.9626,29.1432,52.1084,39.6973,19.1489,51.8596
11/14/2000,65.4745,127.216,197.46,14.22,1446.16,33.3147,40.4383,29.6246,54.1169,40.6324,19.2629,52.2815
11/15/2000,65.735,129.58,198.913,14.34,1449.82,33.4893,40.4837,29.9287,54.6013,40.8393,19.3085,52.2815
11/16/2000,63.651,125.124,196.837,14.24,1442.5,33.0651,40.2345,29.6373,52.9916,40.3262,19.2401,52.0897
11/17/2000,63.9115,124.215,196.422,14.21,1438.83,32.9528,40.0532,29.688,52.8064,40.1855,19.2287,51.6678
11/18/2000,63.9115,124.215,196.422,14.21,1438.83,32.9528,40.0532,29.688,52.8064,40.1855,19.2287,51.6678
11/19/2000,63.9115,124.215,196.422,14.21,1438.83,32.9528,40.0532,29.688,52.8064,40.1855,19.2287,51.6678
11/20/2000,62.3484,118.668,194.657,14.16,1413.21,32.3539,39.5775,29.6753,51.0257,39.449,19.0919,51.0541
11/21/2000,62.1748,118.213,193.93,14.24,1409.55,32.4662,39.6341,29.9541,51.1255,39.598,19.2173,51.2459
11/22/2000,60.6985,114.849,192.165,14.04,1398.56,31.8548,39.2716,29.7007,49.6725,38.8615,19.0349,50.6705
11/23/2000,60.6985,114.849,192.165,14.04,1398.56,31.8548,39.2716,29.7007,49.6725,38.8615,19.0349,50.6705
11/24/2000,63.651,120.032,194.345,14.12,1416.87,32.3289,39.6115,29.9668,51.1397,39.4325,19.0577,51.0924
11/25/2000,63.651,120.032,194.345,14.12,1416.87,32.3289,39.6115,29.9668,51.1397,39.4325,19.0577,51.0924
11/26/2000,63.651,120.032,194.345,14.12,1416.87,32.3289,39.6115,29.9668,51.1397,39.4325,19.0577,51.0924
11/27/2000,63.3904,120.305,196.006,14.18,1416.87,32.5161,39.6797,29.7894,51.3534,39.6394,19.1489,51.3993
11/28/2000,60.7854,115.485,194.034,14,1413.21,32.1917,39.3916,29.612,49.9431,39.267,19.2059,51.3226
11/29/2000,60.5249,114.394,194.449,14.13,1416.87,32.3414,39.3233,29.8274,49.9004,39.449,19.3085,51.7445
11/30/2000,57.4856,112.303,191.75,13.98,1394.9,31.6926,38.9542,29.3079,48.9317,38.6628,19.2173,51.5144
12/1/2000,57.9198,113.757,192.684,14.01,1402.22,31.7051,39.1511,29.1305,49.1881,38.6711,19.1945,51.5144
12/2/2000,57.9198,113.757,192.684,14.01,1402.22,31.7051,39.1511,29.1305,49.1881,38.6711,19.1945,51.5144
12/3/2000,57.9198,113.757,192.684,14.01,1402.22,31.7051,39.1511,29.1305,49.1881,38.6711,19.1945,51.5144
12/4/2000,58.0066,113.03,193.307,14.26,1413.21,31.9421,39.3233,28.9911,49.2024,38.9525,19.4452,52.3582
12/5/2000,63.5641,122.032,198.498,14.49,1438.83,33.1774,39.6679,29.5866,52.55,40.4669,19.7302,53.2788
12/6/2000,60.6985,120.214,196.422,14.14,1420.53,32.5785,39.3479,28.763,51.8377,39.7387,19.5136,52.6651
12/7/2000,59.2223,119.759,195.851,14.09,1416.87,32.3913,39.2003,28.9531,51.4674,39.507,19.582,52.4733
12/8/2000,62.6089,126.852,199.422,14.35,1438.83,33.0152,39.594,29.2445,53.1198,40.2766,19.81,53.1637
12/9/2000,62.6089,126.852,199.422,14.35,1438.83,33.0152,39.594,29.2445,53.1198,40.2766,19.81,53.1637
12/10/2000,62.6089,126.852,199.422,14.35,1438.83,33.0152,39.594,29.2445,53.1198,40.2766,19.81,53.1637
12/11/2000,64.6062,128.358,201.096,14.41,1457.14,33.2772,39.9632,29.2065,53.7466,40.5828,19.7872,53.5857
12/12/2000,63.0431,125.114,199.868,14.46,1453.48,33.0651,40.0124,28.9784,52.6782,40.3179,19.7416,53.624
12/13/2000,60.0038,121.523,198.529,14.27,1453.48,32.7906,39.8647,28.801,51.6383,40.0035,19.7644,53.509
12/14/2000,59.4828,119.554,197.413,14.3,1431.51,32.3289,39.6186,28.2182,50.6269,39.4408,19.5592,52.6267
12/15/2000,56.8777,118.279,194.623,14.15,1419.43,31.6302,39.2741,27.572,49.6012,38.5966,19.2629,51.8212
12/16/2000,56.8777,118.279,194.623,14.15,1419.43,31.6302,39.2741,27.572,49.6012,38.5966,19.2629,51.8212
12/17/2000,56.8777,118.279,194.623,14.15,1419.43,31.6302,39.2741,27.572,49.6012,38.5966,19.2629,51.8212
12/18/2000,56.2699,117.816,194.958,14.28,1438.98,31.8922,39.6679,28.0534,49.3733,38.912,19.6504,52.7802
12/19/2000,56.3785,114.804,193.284,14.37,1438.98,31.4805,39.2741,27.8761,48.2195,38.4058,19.5136,52.4733
12/20/2000,52.5765,108.432,188.374,14.02,1411.61,30.4948,38.7574,27.3439,46.0685,37.2025,19.2971,51.4376
12/21/2000,53.5541,109.475,190.048,14.13,1415.52,30.7318,38.7327,27.724,46.3391,37.5012,19.4566,52.3053
12/22/2000,57.0303,115.615,193.619,14.35,1446.8,31.4942,39.3479,28.0466,48.6183,38.4141,19.6685,53.3608
12/23/2000,57.0303,115.615,193.619,14.35,1446.8,31.4942,39.3479,28.0466,48.6183,38.4141,19.6685,53.3608
12/24/2000,57.0303,115.615,193.619,14.35,1446.8,31.4942,39.3479,28.0466,48.6183,38.4141,19.6685,53.3608
12/25/2000,57.0303,115.615,193.619,14.35,1446.8,31.4942,39.3479,28.0466,48.6183,38.4141,19.6685,53.3608
12/26/2000,56.813,115.383,194.288,14.53,1462.44,31.7069,39.471,28.313,48.5044,38.6879,20.0347,53.9472
12/27/2000,57.7907,118.395,197.301,14.84,1485.91,32.0448,39.8032,28.6935,49.2166,39.1029,20.1949,54.6508
12/28/2000,57.5734,119.901,199.645,14.99,1497.64,32.1824,40.1231,28.9853,49.4369,39.2522,20.3093,55.4327
12/29/2000,55.6181,116.889,198.417,14.9,1485.91,31.8445,40.0001,28.795,48.6146,38.8456,20.2177,54.8463
12/30/2000,55.6181,116.889,198.417,14.9,1485.91,31.8445,40.0001,28.795,48.6146,38.8456,20.2177,54.8463
12/31/2000,55.6181,116.889,198.417,14.9,1485.91,31.8445,40.0001,28.795,48.6146,38.8456,20.2177,54.8463
1/1/2001,55.6181,116.889,198.417,14.9,1485.91,31.8445,40.0001,28.795,48.6146,38.8456,20.2177,54.8463
1/2/2001,52.4679,108.664,192.949,14.68,1462.44,30.9436,39.5801,28.0466,46.1773,37.7585,19.9088,54.1035
1/3/2001,59.6374,117.121,201.43,14.94,1513.28,32.4952,40.346,28.4779,49.8039,39.6589,20.0232,55.9018
1/4/2001,59.746,113.877,199.645,14.94,1497.64,32.1574,40.3954,27.4631,48.923,39.2356,19.7143,56.0191
1/5/2001,55.6181,108.201,195.404,14.82,1474.17,31.3065,39.9259,27.2855,46.7352,38.2066,19.5427,54.7681
1/6/2001,55.6181,108.201,195.404,14.82,1474.17,31.3065,39.9259,27.2855,46.7352,38.2066,19.5427,54.7681
1/7/2001,55.6181,108.201,195.404,14.82,1474.17,31.3065,39.9259,27.2855,46.7352,38.2066,19.5427,54.7681
1/8/2001,55.6181,107.274,195.181,14.86,1478.08,31.2565,39.9506,27.3743,46.3829,38.1402,19.5656,54.6117
1/9/2001,56.3785,109.127,195.181,14.95,1478.08,31.3816,40.0989,27.5392,46.6031,38.2896,19.5312,54.5726
1/10/2001,57.8993,113.182,197.748,15.02,1497.64,31.6819,40.4448,27.5012,47.2491,38.663,19.6457,55.0808
1/11/2001,60.5064,115.846,200.091,15.07,1505.46,32.0072,40.6918,27.5773,48.6293,39.0531,19.5656,55.1981
1/12/2001,58.877,116.889,199.757,14.86,1501.55,31.807,40.6918,27.6534,48.2182,38.8041,19.4282,54.8854
1/13/2001,58.877,116.889,199.757,14.86,1501.55,31.807,40.6918,27.6534,48.2182,38.8041,19.4282,54.8854
1/14/2001,58.877,116.889,199.757,14.86,1501.55,31.807,40.6918,27.6534,48.2182,38.8041,19.4282,54.8854
1/15/2001,58.877,116.889,199.757,14.86,1501.55,31.807,40.6918,27.6534,48.2182,38.8041,19.4282,54.8854
1/16/2001,58.6597,117.352,199.868,14.93,1509.37,32.0072,40.7907,27.7422,48.2182,39.0531,19.5999,55.4718
1/17/2001,60.7237,119.206,201.765,14.94,1509.37,32.0698,40.7165,27.6787,48.6293,39.1361,19.4969,55.2372
1/18/2001,63.4394,120.249,202.435,14.88,1525.01,32.5202,40.8154,27.8056,49.4075,39.6838,19.5312,55.0418
1/19/2001,63.6567,118.858,201.207,14.75,1513.28,32.3826,40.6918,27.7549,49.0111,39.5178,19.4168,54.4945
1/20/2001,63.6567,118.858,201.207,14.75,1513.28,32.3826,40.6918,27.7549,49.0111,39.5178,19.4168,54.4945
1/21/2001,63.6567,118.858,201.207,14.75,1513.28,32.3826,40.6918,27.7549,49.0111,39.5178,19.4168,54.4945
1/22/2001,63.3308,119.322,201.096,14.77,1513.28,32.3951,40.9142,27.7041,49.0551,39.5344,19.474,54.8072
1/23/2001,64.0912,123.84,203.104,14.87,1528.92,32.8205,41.0377,28.0973,50.0095,40.0489,19.6914,55.3545
1/24/2001,64.0912,123.145,203.886,14.84,1540.65,32.9081,41.1489,27.9451,50.0536,40.1651,19.7143,55.5499
1/25/2001,63.2221,121.407,203.551,14.9,1540.65,32.7455,41.1983,28.072,49.569,39.9576,19.8516,55.8627
1/26/2001,63.548,121.407,203.328,14.85,1540.65,32.6829,41.223,28.0339,49.5984,39.8912,19.7829,55.6672
1/27/2001,63.548,121.407,203.328,14.85,1540.65,32.6829,41.223,28.0339,49.5984,39.8912,19.7829,55.6672
1/28/2001,63.548,121.407,203.328,14.85,1540.65,32.6829,41.223,28.0339,49.5984,39.8912,19.7829,55.6672
1/29/2001,64.8516,124.187,205.336,14.97,1548.47,32.9081,41.3719,27.8563,49.892,40.1651,19.7715,56.0972
1/30/2001,65.1775,123.84,206.341,15.12,1564.11,33.1459,41.6695,27.9832,49.9214,40.4472,19.9088,56.8009
1/31/2001,63.9826,121.06,205.671,15.19,1564.11,32.9582,41.7687,27.8563,49.2313,40.2149,19.9088,56.8009
2/1/2001,63.4394,120.017,206.118,15.27,1568.02,33.1459,41.9423,27.9832,49.4222,40.4389,20.0461,57.0745
2/2/2001,61.2668,116.426,203.104,15.08,1556.29,32.5578,41.5951,27.628,48.0861,39.7336,19.9431,56.4491
2/3/2001,61.2668,116.426,203.104,15.08,1556.29,32.5578,41.5951,27.628,48.0861,39.7336,19.9431,56.4491
2/4/2001,61.2668,116.426,203.104,15.08,1556.29,32.5578,41.5951,27.628,48.0861,39.7336,19.9431,56.4491
2/5/2001,60.0719,115.846,202.993,15.1,1556.29,32.6829,41.6943,27.8056,48.0714,39.8746,20.1033,56.9182
2/6/2001,60.9409,115.499,202.881,15.14,1548.47,32.6328,41.8679,27.831,48.0567,39.8165,20.0919,56.7618
2/7/2001,58.877,113.53,202.212,15.11,1540.65,32.3701,41.8927,27.9832,47.0583,39.4929,20.069,56.6054
2/8/2001,57.8993,112.487,201.319,15.12,1544.56,32.1574,41.7687,28.072,46.6031,39.2439,20.0919,56.3709
2/9/2001,56.4871,111.097,199.98,15.07,1540.65,31.7319,41.5455,27.7422,45.7368,38.7211,20.069,56.0581
2/10/2001,56.4871,111.097,199.98,15.07,1540.65,31.7319,41.5455,27.7422,45.7368,38.7211,20.069,56.0581
2/11/2001,56.4871,111.097,199.98,15.07,1540.65,31.7319,41.5455,27.7422,45.7368,38.7211,20.069,56.0581
2/12/2001,57.0303,111.792,201.319,15.15,1552.38,32.1073,41.7935,27.9832,46.1626,39.1776,20.2292,56.8009
2/13/2001,56.4871,110.402,201.096,15.14,1548.47,31.832,41.7439,27.6661,45.4725,38.8456,20.172,56.6445
2/14/2001,58.1166,112.024,202.435,15.03,1548.47,31.7695,41.5951,27.7168,46.0158,38.7709,19.9317,56.1363
2/15/2001,60.1805,113.993,203.886,15.21,1552.38,32.0322,41.6447,27.7422,46.4856,39.0863,20.0004,56.4882
2/16/2001,57.0303,109.938,200.761,14.99,1532.83,31.4191,41.3719,27.6661,45.2229,38.3477,19.9546,56.0581
2/17/2001,57.0303,109.938,200.761,14.99,1532.83,31.4191,41.3719,27.6661,45.2229,38.3477,19.9546,56.0581
2/18/2001,57.0303,109.938,200.761,14.99,1532.83,31.4191,41.3719,27.6661,45.2229,38.3477,19.9546,56.0581
2/19/2001,57.0303,109.938,200.761,14.99,1532.83,31.4191,41.3719,27.6661,45.2229,38.3477,19.9546,56.0581
2/20/2001,53.9887,106.347,198.194,14.86,1513.28,30.8811,41.1238,27.5646,44.2098,37.6838,19.8859,55.5499
2/21/2001,53.2283,104.494,196.52,14.67,1493.73,30.3055,40.6898,27.4758,43.4169,36.9867,19.7029,54.4163
2/22/2001,52.9024,103.103,195.293,14.66,1489.82,30.2554,40.5905,27.387,42.9177,36.912,19.6685,54.4554
2/23/2001,53.011,104.262,194.958,14.66,1478.08,30.0803,40.6154,27.1713,42.8737,36.7129,19.5312,54.1817
2/24/2001,53.011,104.262,194.958,14.66,1478.08,30.0803,40.6154,27.1713,42.8737,36.7129,19.5312,54.1817
2/25/2001,53.011,104.262,194.958,14.66,1478.08,30.0803,40.6154,27.1713,42.8737,36.7129,19.5312,54.1817
2/26/2001,52.9024,106.579,197.301,14.81,1501.55,30.6058,41.0885,27.3489,43.5491,37.3519,19.8516,55.3936
2/27/2001,50.8384,103.451,194.735,14.75,1505.46,30.3806,41.0636,27.3616,42.6387,37.0697,19.8859,55.4327
2/28/2001,50.078,101.713,192.391,14.67,1493.73,29.9426,40.8395,27.2601,41.9193,36.5469,19.7257,54.7681
3/1/2001,51.1643,101.945,192.503,14.6,1489.82,29.9802,40.7648,27.2094,42.1249,36.5801,19.68,54.5726
3/2/2001,50.7298,101.018,192.503,14.73,1497.64,29.805,40.9142,27.2855,41.5082,36.3726,19.8287,54.9636
3/3/2001,50.7298,101.018,192.503,14.73,1497.64,29.805,40.9142,27.2855,41.5082,36.3726,19.8287,54.9636
3/4/2001,50.7298,101.018,192.503,14.73,1497.64,29.805,40.9142,27.2855,41.5082,36.3726,19.8287,54.9636
3/5/2001,51.8161,100.786,193.396,14.77,1505.46,29.9802,40.9142,27.2474,41.8459,36.5967,19.8745,55.2763
3/6/2001,54.0973,102.524,195.516,14.84,1525.01,30.2805,41.0885,27.2474,42.4919,36.9618,19.8859,55.5108
3/7/2001,53.5541,102.408,196.632,14.86,1536.74,30.4932,41.3375,27.2094,42.536,37.2025,20.0232,56.0191
3/8/2001,52.142,100.439,196.297,14.94,1544.56,30.5557,41.2628,27.387,42.1836,37.2855,20.1949,56.4882
3/9/2001,48.9917,97.6586,192.726,14.73,1517.19,29.7925,40.9142,26.9557,40.8621,36.3643,19.9431,55.6672
