as_of,B12997,B01157,B09833,B06061,B11293,B05947,B13835,B14040,B04313,B11222,B08385,B11999,B02396,B04312,B07347,B13177,B04841,B13086
8/3/2017,83.1515,39.5703,145.689,24.8603,83.347,81.9324,64.8455,124.377,114.697,114.5,77.0864,62.3767,143.584,136.746,39.6037,72.5589,2870.13,116.668
8/4/2017,83.3379,39.6649,145.987,24.8862,83.8091,82.238,65.1303,124.868,114.945,116.062,77.4257,62.4177,143.483,137.106,39.8122,72.7796,2887.16,117.014
8/5/2017,83.3379,39.6649,145.987,24.8862,83.8091,82.238,65.1303,124.868,114.945,116.062,77.4257,62.4177,143.483,137.106,39.8122,72.7796,2887.16,117.014
8/6/2017,83.3379,39.6649,145.987,24.8862,83.8091,82.238,65.1303,124.868,114.945,116.062,77.4257,62.4177,143.483,137.106,39.8122,72.7796,2887.16,117.014
8/7/2017,83.2447,39.7359,146.025,24.8862,84.0402,82.1361,65.3135,124.983,115.639,115.72,77.4779,62.4791,143.719,137.878,40.0901,72.685,2907.03,117.341
8/8/2017,83.0118,39.594,145.838,24.8344,83.8091,81.8984,65.0082,124.925,114.994,114.719,77.2299,62.2335,142.808,137.158,39.8816,72.5589,2895.68,116.995
8/9/2017,82.9652,39.452,145.39,24.7567,83.347,81.5589,64.8048,124.435,114.498,114.133,76.721,62.3358,140.617,136.541,39.6732,72.4012,2875.81,116.631
8/10/2017,82.1267,38.7425,143.301,24.4071,81.9608,80.4723,63.4822,122.819,112.167,111.18,75.4421,61.5172,137.684,133.764,38.9784,71.2975,2816.19,114.738
8/11/2017,82.2664,38.8371,143.375,24.3812,82.4229,80.5742,63.8688,122.963,112.911,110.204,75.6378,61.5991,137.482,134.689,39.2563,71.2345,2833.22,115.266
8/12/2017,82.2664,38.8371,143.375,24.3812,82.4229,80.5742,63.8688,122.963,112.911,110.204,75.6378,61.5991,137.482,134.689,39.2563,71.2345,2833.22,115.266
8/13/2017,82.2664,38.8371,143.375,24.3812,82.4229,80.5742,63.8688,122.963,112.911,110.204,75.6378,61.5991,137.482,134.689,39.2563,71.2345,2833.22,115.266
8/14/2017,82.872,39.2392,144.607,24.5884,83.347,81.1854,64.5606,124.262,114.349,111.619,76.5774,62.0698,138.662,136.335,39.6732,71.9913,2861.61,116.613
8/15/2017,82.7323,39.1446,144.01,24.4589,83.2315,81.0156,64.4182,123.656,114.3,110.912,76.1729,61.9879,138.021,136.335,39.7427,71.8336,2844.58,116.376
8/16/2017,82.9186,39.2865,144.234,24.5236,83.5781,81.2193,64.7437,123.944,114.945,111.4,76.3556,62.213,138.257,137.106,40.0206,71.9597,2855.93,117.087
8/17/2017,81.9404,38.6715,141.808,24.1999,82.3074,80.2686,63.6857,122.097,113.109,108.739,75.0897,61.2716,135.729,134.895,39.3953,70.7615,2807.67,115.466
8/18/2017,81.8472,38.6242,141.397,24.1611,82.0763,80.0988,63.7264,121.376,113.109,108.544,74.9984,61.2512,135.661,134.895,39.3258,70.6669,2807.67,115.248
8/19/2017,81.8472,38.6242,141.397,24.1611,82.0763,80.0988,63.7264,121.376,113.109,108.544,74.9984,61.2512,135.661,134.895,39.3258,70.6669,2807.67,115.248
8/20/2017,81.8472,38.6242,141.397,24.1611,82.0763,80.0988,63.7264,121.376,113.109,108.544,74.9984,61.2512,135.661,134.895,39.3258,70.6669,2807.67,115.248
8/21/2017,81.8006,38.6006,141.323,24.187,82.0186,79.9969,63.7264,121.116,113.109,108.031,74.9984,61.2716,135.29,134.946,39.3953,70.5723,2807.67,115.412
8/22/2017,82.4528,39.0263,142.629,24.3682,83.0582,80.7439,64.581,121.866,114.746,109.398,75.7683,61.8856,136.74,136.901,39.8816,71.266,2847.42,116.722
8/23/2017,82.2198,38.9317,142.666,24.2646,82.885,80.6081,64.2961,121.607,114.349,109.691,75.69,61.7628,136.201,136.489,39.7427,71.1083,2838.9,116.304
8/24/2017,81.9869,38.979,142.629,24.2517,82.9427,80.71,64.2961,121.405,114.697,109.447,75.8205,61.8242,136.639,136.746,39.8816,71.1083,2838.9,116.322
8/25/2017,82.313,39.0499,143.301,24.3941,82.9427,80.9477,64.2351,121.953,114.647,110.716,76.0163,62.0902,137.414,136.695,39.6732,71.2975,2838.9,116.577
8/26/2017,82.313,39.0499,143.301,24.3941,82.9427,80.9477,64.2351,121.953,114.647,110.716,76.0163,62.0902,137.414,136.695,39.6732,71.2975,2838.9,116.577
8/27/2017,82.313,39.0499,143.301,24.3941,82.9427,80.9477,64.2351,121.953,114.647,110.716,76.0163,62.0902,137.414,136.695,39.6732,71.2975,2838.9,116.577
8/28/2017,82.0801,39.0263,142.815,24.3294,83.1738,80.9137,64.6013,121.924,114.845,110.594,76.0815,62.0698,137.718,136.952,39.8816,71.0768,2850.25,116.777
8/29/2017,81.9869,38.9553,142.741,24.2776,83.1738,80.8458,64.581,121.838,114.647,110.741,76.0815,62.0084,137.549,136.746,39.9511,70.9507,2847.42,116.813
8/30/2017,82.2664,39.2392,143.413,24.3682,83.9824,81.2533,65.3135,122.444,116.135,112.083,76.6296,62.3563,138.527,138.495,40.0901,71.4237,2872.97,117.56
8/31/2017,82.7323,39.5466,144.345,24.5495,84.9065,81.9663,65.9645,123.367,117.475,113.133,77.4126,62.7656,139.808,140.038,40.5765,71.9282,2901.36,118.725
9/1/2017,83.0118,39.7122,145.055,24.666,85.3109,82.4077,66.168,123.8,118.07,113.743,77.8041,63.1544,140.785,140.758,40.6459,72.212,2912.71,118.925
9/2/2017,83.0118,39.7122,145.055,24.666,85.3109,82.4077,66.168,123.8,118.07,113.743,77.8041,63.1544,140.785,140.758,40.6459,72.212,2912.71,118.925
9/3/2017,83.0118,39.7122,145.055,24.666,85.3109,82.4077,66.168,123.8,118.07,113.743,77.8041,63.1544,140.785,140.758,40.6459,72.212,2912.71,118.925
9/4/2017,83.0118,39.7122,145.055,24.666,85.3109,82.4077,66.168,123.8,118.07,113.743,77.8041,63.1544,140.785,140.758,40.6459,72.212,2912.71,118.925
9/5/2017,82.2198,39.3811,143.525,24.4848,84.56,81.9324,65.7204,122.588,117.375,112.645,76.995,62.5405,139.437,139.935,40.4375,71.3606,2895.68,118.179
9/6/2017,82.4528,39.452,143.487,24.5495,84.56,82.1021,65.7204,122.559,117.326,114.036,77.0864,62.6837,139.909,139.884,40.4375,71.5183,2887.16,118.434
9/7/2017,82.0801,39.3811,142.517,24.5366,84.3867,81.9324,65.8221,122.068,117.326,113.889,76.8645,62.4381,139.707,139.935,40.6459,71.2029,2890,118.452
9/8/2017,82.2198,39.4284,142.554,24.6272,84.56,82.1021,65.8018,122.617,116.979,112.156,76.9298,62.4791,139.471,139.524,40.6459,71.3291,2898.52,118.598
9/9/2017,82.2198,39.4284,142.554,24.6272,84.56,82.1021,65.8018,122.617,116.979,112.156,76.9298,62.4791,139.471,139.524,40.6459,71.3291,2898.52,118.598
9/10/2017,82.2198,39.4284,142.554,24.6272,84.56,82.1021,65.8018,122.617,116.979,112.156,76.9298,62.4791,139.471,139.524,40.6459,71.3291,2898.52,118.598
9/11/2017,83.2447,39.8778,143.898,24.8603,85.3109,83.0529,66.2901,123.973,118.12,113.499,77.7911,63.0725,141.123,140.912,40.9933,72.2751,2924.07,119.781
9/12/2017,83.5242,40.0434,144.681,24.9379,85.5997,83.3924,66.575,124.983,118.417,114.256,78.2478,63.2977,142.404,141.272,40.9239,72.5904,2941.1,120.236
9/13/2017,83.5708,39.9724,144.569,24.9897,85.0221,83.2226,66.5139,124.81,118.318,114.939,78.2739,63.1749,142.37,141.118,40.8544,72.6219,2941.1,119.818
9/14/2017,83.5242,39.8778,144.308,25.0156,84.791,83.0529,66.2698,124.694,117.971,114.426,78.2217,63.0112,142.033,140.706,40.7849,72.5904,2929.74,119.745
9/15/2017,83.8037,39.9961,144.681,25.1063,84.9065,83.2566,66.4529,125.272,118.318,114.744,78.5219,63.1135,142.64,141.066,40.7154,72.8111,2935.42,119.909
9/16/2017,83.8037,39.9961,144.681,25.1063,84.9065,83.2566,66.4529,125.272,118.318,114.744,78.5219,63.1135,142.64,141.066,40.7154,72.8111,2935.42,119.909
9/17/2017,83.8037,39.9961,144.681,25.1063,84.9065,83.2566,66.4529,125.272,118.318,114.744,78.5219,63.1135,142.64,141.066,40.7154,72.8111,2935.42,119.909
9/18/2017,84.0832,40.1616,144.793,25.184,85.5419,83.3924,66.7581,125.82,119.062,115.305,78.9656,63.1544,142.909,141.992,40.9933,73.158,2960.97,120.546
9/19/2017,84.0366,40.1143,144.607,25.1581,85.5419,83.3245,66.754,125.791,118.963,114.402,78.9134,63.093,142.808,141.889,41.0628,73.158,2966.65,120.528
9/20/2017,84.3627,40.2089,144.793,25.2358,85.7729,83.7999,67.0019,126.224,118.616,115.378,79.2005,63.1339,143.247,141.478,41.1323,73.4734,2980.84,120.6
9/21/2017,84.2229,40.1143,144.495,25.184,85.6574,83.5961,66.754,125.82,118.268,114.597,79.0439,63.1544,142.336,141.066,40.9933,73.5049,2978.01,120.418
9/22/2017,84.1764,40.2562,144.569,25.2746,86.004,83.7659,66.816,126.31,118.616,115.11,79.3049,63.3181,142.977,141.478,40.9239,73.631,2986.52,120.928
9/23/2017,84.1764,40.2562,144.569,25.2746,86.004,83.7659,66.816,126.31,118.616,115.11,79.3049,63.3181,142.977,141.478,40.9239,73.631,2986.52,120.928
9/24/2017,84.1764,40.2562,144.569,25.2746,86.004,83.7659,66.816,126.31,118.616,115.11,79.3049,63.3181,142.977,141.478,40.9239,73.631,2986.52,120.928
9/25/2017,84.4093,40.1616,144.793,25.3652,85.4264,83.7319,66.3201,126.484,117.475,114.329,79.2657,63.2772,142.977,140.089,40.6459,73.6626,2969.49,120.455
9/26/2017,84.4093,40.1616,145.017,25.3911,85.2531,83.7999,66.2994,127.118,117.326,115.159,79.3832,63.3181,143.381,139.986,40.4375,73.7887,2955.29,120.254
9/27/2017,84.9683,40.4927,145.726,25.4429,86.004,84.1734,66.9606,128.273,118.616,115.866,80.3097,63.666,144.865,141.478,40.8544,74.1356,3003.56,121.238
9/28/2017,85.1546,40.4927,146.025,25.4688,85.7729,84.3092,67.0845,128.331,118.616,116.477,80.4924,63.8093,145.202,141.478,40.9933,74.2302,3003.56,121.001
9/29/2017,85.3875,40.7056,146.547,25.5595,86.2928,84.5129,67.4564,128.619,119.459,116.403,80.6882,64.0753,145.606,142.455,41.4102,74.4824,3026.27,121.675
9/30/2017,85.3875,40.7056,146.547,25.5595,86.2928,84.5129,67.4564,128.619,119.459,116.403,80.6882,64.0753,145.606,142.455,41.4102,74.4824,3026.27,121.675
10/1/2017,85.3875,40.7056,146.547,25.5595,86.2928,84.5129,67.4564,128.619,119.459,116.403,80.6882,64.0753,145.606,142.455,41.4102,74.4824,3026.27,121.675
10/2/2017,86.0863,40.9185,147.219,25.7148,86.7549,84.9204,67.725,129.716,119.906,117.062,81.4451,64.2595,146.854,142.969,41.6187,75.0185,3040.46,122.348
10/3/2017,86.0863,41.0131,147.555,25.7148,86.9859,85.0222,67.9316,129.745,120.054,117.868,81.6408,64.3414,147.494,143.175,41.7576,75.2077,3046.14,122.603
10/4/2017,86.2726,41.0604,147.779,25.7537,87.1592,85.226,68.1382,129.312,120.65,117.404,81.6147,64.3823,146.685,143.895,41.8271,75.3969,3046.14,123.076
10/5/2017,86.6453,41.1787,148.301,25.7925,87.3902,85.5315,68.3242,129.6,121.096,117.99,81.8888,64.546,146.18,144.409,42.0355,75.523,3048.98,123.331
10/6/2017,86.5055,41.1314,147.965,25.7278,87.6212,85.192,68.3861,129.283,121.443,117.209,81.7974,64.4641,145.809,144.769,41.9661,75.4915,3057.49,123.422
10/7/2017,86.5055,41.1314,147.965,25.7278,87.6212,85.192,68.3861,129.283,121.443,117.209,81.7974,64.4641,145.809,144.769,41.9661,75.4915,3057.49,123.422
10/8/2017,86.5055,41.1314,147.965,25.7278,87.6212,85.192,68.3861,129.283,121.443,117.209,81.7974,64.4641,145.809,144.769,41.9661,75.4915,3057.49,123.422
10/9/2017,86.2726,40.9894,147.294,25.663,87.2169,85.0901,68.1589,128.821,121.245,116.989,81.4842,64.1572,144.393,144.563,41.8966,75.2708,3048.98,123.313
10/10/2017,86.4124,41.0368,147.741,25.7278,87.1014,85.4976,68.0969,129.139,121.295,118.381,81.6408,64.239,144.528,144.615,41.7576,75.523,3046.14,123.35
10/11/2017,86.4589,41.0604,147.816,25.7278,87.1592,85.6674,68.1796,129.254,121.741,119.064,81.68,64.1981,144.258,145.129,42.0355,75.46,3046.14,123.568
10/12/2017,86.6919,41.0604,147.592,25.7666,87.2747,85.7013,68.2829,129.485,121.94,119.064,81.6278,64.1572,143.853,145.335,41.9661,75.3969,3043.3,123.859
10/13/2017,86.8316,41.0604,147.48,25.7925,87.1014,85.7353,68.1589,129.687,121.94,119.674,81.5625,64.0753,144.258,145.335,41.7576,75.3969,3037.62,123.841
10/14/2017,86.8316,41.0604,147.48,25.7925,87.1014,85.7353,68.1589,129.687,121.94,119.674,81.5625,64.0753,144.258,145.335,41.7576,75.3969,3037.62,123.841
10/15/2017,86.8316,41.0604,147.48,25.7925,87.1014,85.7353,68.1589,129.687,121.94,119.674,81.5625,64.0753,144.258,145.335,41.7576,75.3969,3037.62,123.841
10/16/2017,86.8782,41.084,147.518,25.7666,87.1592,86.0409,68.2209,129.889,122.039,119.21,81.5886,64.0548,144.191,145.438,41.8271,75.523,3034.78,123.896
10/17/2017,86.785,41.0368,147.107,25.7278,87.0436,85.7353,68.1796,129.543,121.89,118.771,81.432,64.0548,143.449,145.181,41.5492,75.3969,3026.27,123.823
10/18/2017,86.6919,41.084,147.07,25.7925,87.2747,85.7353,68.2002,129.947,121.94,118.625,81.6278,64.1162,144.629,145.335,41.6881,75.523,3037.62,124.114
10/19/2017,86.9714,41.1077,147.406,25.8443,87.448,85.8711,68.2829,130.235,121.89,117.697,81.5625,64.1572,144.292,145.232,41.6881,75.5861,3031.94,124.224
10/20/2017,87.344,41.4388,148.413,26.0385,88.0256,86.6181,68.9853,130.985,122.882,118.088,81.9932,64.5869,145.033,146.363,41.9661,76.1222,3057.49,125.534
10/21/2017,87.344,41.4388,148.413,26.0385,88.0256,86.6181,68.9853,130.985,122.882,118.088,81.9932,64.5869,145.033,146.363,41.9661,76.1222,3057.49,125.534
10/22/2017,87.344,41.4388,148.413,26.0385,88.0256,86.6181,68.9853,130.985,122.882,118.088,81.9932,64.5869,145.033,146.363,41.9661,76.1222,3057.49,125.534
10/23/2017,86.9714,41.226,147.667,25.9479,87.7945,86.1088,68.7994,130.379,122.485,116.843,81.4451,64.3209,143.584,145.901,41.8271,75.6807,3046.14,125.152
10/24/2017,87.2043,41.3206,148.264,25.9997,87.91,86.3804,69.0266,130.553,122.783,117.331,81.6017,64.5051,143.719,146.261,41.8271,75.9645,3060.33,125.407
10/25/2017,86.9248,41.0131,146.697,25.8832,87.6212,86.1427,68.2209,130.264,122.088,115.427,81.1319,63.8707,143.011,145.489,41.5492,75.3969,3037.62,124.77
10/26/2017,87.0645,41.1787,146.361,25.9608,88.0256,86.6181,68.7167,130.553,122.684,115.427,81.4059,64.28,143.314,146.158,41.5492,75.5546,3066.01,125.079
10/27/2017,87.4838,41.3442,146.659,26.0515,88.7764,86.8558,69.006,130.812,123.378,115.769,81.9279,64.7097,142.437,146.929,41.9661,75.7438,3100.08,125.462
10/28/2017,87.4838,41.3442,146.659,26.0515,88.7764,86.8558,69.006,130.812,123.378,115.769,81.9279,64.7097,142.437,146.929,41.9661,75.7438,3100.08,125.462
10/29/2017,87.4838,41.3442,146.659,26.0515,88.7764,86.8558,69.006,130.812,123.378,115.769,81.9279,64.7097,142.437,146.929,41.9661,75.7438,3100.08,125.462
10/30/2017,87.0645,41.1314,145.876,25.922,88.3144,86.4823,68.5514,129.283,122.684,115.525,81.2885,64.4028,141.291,146.106,41.8966,75.2708,3080.21,124.988
10/31/2017,87.5304,41.2969,146.398,26.0256,88.9497,86.7539,68.9027,130.12,123.775,116.721,81.8366,64.5051,141.426,147.341,42.1745,75.5546,3102.92,125.625
11/1/2017,87.5304,41.1787,146.323,26.0385,88.3721,86.4823,68.5308,130.12,123.18,116.892,81.5364,64.3414,140.752,146.621,42.0355,75.5861,3091.56,125.043
11/2/2017,87.5304,41.155,146.099,26.168,88.0833,85.9051,68.4068,129.947,123.329,115.793,81.6147,63.8911,140.718,146.826,42.0355,75.5861,3094.4,125.753
11/3/2017,87.903,41.2733,146.622,26.1292,88.5454,86.1767,69.006,130.004,124.47,116.135,81.7322,64.1367,140.381,148.163,42.1745,75.8068,3117.11,126.317
11/4/2017,87.903,41.2733,146.622,26.1292,88.5454,86.1767,69.006,130.004,124.47,116.135,81.7322,64.1367,140.381,148.163,42.1745,75.8068,3117.11,126.317
11/5/2017,87.903,41.2733,146.622,26.1292,88.5454,86.1767,69.006,130.004,124.47,116.135,81.7322,64.1367,140.381,148.163,42.1745,75.8068,3117.11,126.317
11/6/2017,88.2757,41.3915,147.741,26.2069,88.8342,86.5162,69.1506,129.975,125.065,117.331,81.9671,64.3209,141.291,148.832,42.3829,76.0907,3128.47,126.754
11/7/2017,87.9962,41.1314,146.958,26.1551,88.3144,86.0069,68.9646,129.167,124.47,116.306,81.2885,64.0344,139.842,148.163,42.244,75.7122,3102.92,126.554
11/8/2017,87.9496,41.2023,147.406,26.1421,89.123,86.1427,69.0679,129.456,124.569,116.257,81.4059,64.1572,140.044,148.318,42.3135,75.9015,3114.27,126.772
11/9/2017,87.4372,41.0131,147.107,26.0644,88.5454,85.5994,68.4894,128.821,123.477,116.208,81.0014,63.666,140.549,147.032,41.9661,75.523,3091.56,125.935
11/10/2017,87.344,41.0604,147.144,25.9738,88.6032,85.4636,68.7167,128.821,123.775,116.794,81.0927,63.7274,140.988,147.341,42.0355,75.4284,3088.72,125.789
11/11/2017,87.344,41.0604,147.144,25.9738,88.6032,85.4636,68.7167,128.821,123.775,116.794,81.0927,63.7274,140.988,147.341,42.0355,75.4284,3088.72,125.789
11/12/2017,87.344,41.0604,147.144,25.9738,88.6032,85.4636,68.7167,128.821,123.775,116.794,81.0927,63.7274,140.988,147.341,42.0355,75.4284,3088.72,125.789
11/13/2017,87.577,41.1077,147.331,25.9997,88.9497,85.7353,68.82,129.283,123.676,116.257,81.1319,63.6456,141.527,147.238,41.8966,75.523,3088.72,125.862
11/14/2017,87.3906,41.0604,147.144,26.0126,89.123,85.5655,68.82,129.341,123.676,115.598,80.9231,63.6046,141.797,147.238,41.8966,75.4284,3083.04,125.899
11/15/2017,86.9714,40.8475,146.361,25.8961,88.9497,85.192,68.5101,128.59,122.981,115.476,80.5577,63.3181,141.426,146.466,41.7576,75.0816,3057.49,125.316
11/16/2017,87.577,41.2496,147.256,26.0385,90.1049,85.939,69.3572,130.351,124.47,117.868,81.5364,63.8707,144.224,148.163,42.3829,75.7122,3100.08,126.627
11/17/2017,87.6701,41.3442,147.48,26.0515,90.5092,86.2446,69.7497,130.957,124.866,119.113,81.8888,64.0548,145.337,148.626,42.5219,75.7122,3114.27,126.572
11/18/2017,87.6701,41.3442,147.48,26.0515,90.5092,86.2446,69.7497,130.957,124.866,119.113,81.8888,64.0548,145.337,148.626,42.5219,75.7122,3114.27,126.572
11/19/2017,87.6701,41.3442,147.48,26.0515,90.5092,86.2446,69.7497,130.957,124.866,119.113,81.8888,64.0548,145.337,148.626,42.5219,75.7122,3114.27,126.572
11/20/2017,87.7167,41.5335,148.115,26.1551,90.9135,86.5841,70.1216,131.793,125.611,119.357,82.2933,64.2186,145.91,149.501,42.5914,75.933,3136.98,127.118
11/21/2017,87.903,41.77,148.898,26.2845,91.7222,86.8218,70.6381,132.659,126.603,120.114,83.0111,64.4232,146.786,150.683,43.0083,76.3429,3173.89,128.12
11/22/2017,87.9496,41.77,148.898,26.2457,91.7222,86.9576,70.6795,132.255,126.355,121.554,82.985,64.4437,146.955,150.375,42.9388,76.1852,3182.41,127.519
11/23/2017,87.9496,41.77,148.898,26.2457,91.7222,86.9576,70.6795,132.255,126.355,121.554,82.985,64.4437,146.955,150.375,42.9388,76.1852,3182.41,127.519
11/24/2017,88.0428,41.8646,148.898,26.2845,92.1842,87.1274,70.9067,132.14,126.752,122.554,83.1416,64.5051,147.191,150.838,43.1472,76.3114,3196.6,128.047
11/25/2017,88.0428,41.8646,148.898,26.2845,92.1842,87.1274,70.9067,132.14,126.752,122.554,83.1416,64.5051,147.191,150.838,43.1472,76.3114,3196.6,128.047
11/26/2017,88.0428,41.8646,148.898,26.2845,92.1842,87.1274,70.9067,132.14,126.752,122.554,83.1416,64.5051,147.191,150.838,43.1472,76.3114,3196.6,128.047
11/27/2017,87.903,41.7227,148.562,26.2845,91.8954,87.0256,70.6588,132.371,126.355,121.871,82.8153,64.3618,147.494,150.323,43.0083,76.1222,3185.25,127.792
11/28/2017,88.9745,42.1721,149.869,26.6082,92.7618,88.1121,71.3613,134.506,127.198,123.14,83.768,65.0576,149.585,151.3,43.2167,76.9736,3216.47,128.648
11/29/2017,89.58,42.1484,151.1,26.8154,92.4153,88.1121,70.5762,135.632,125.561,121.895,83.8724,65.2214,151.001,149.398,42.7303,77.2574,3193.76,127.628
11/30/2017,89.7198,42.4795,151.846,26.9837,92.9929,88.6893,71.1133,135.747,126.652,123.335,84.1856,65.7944,151.068,150.683,43.2167,77.7935,3230.67,128.375
12/1/2017,89.7664,42.3376,151.66,26.919,92.4153,88.7572,70.7208,135.487,125.759,123.872,83.9768,65.7125,150.899,149.603,42.9388,77.5727,3216.47,128.01
12/2/2017,89.7664,42.3376,151.66,26.919,92.4153,88.7572,70.7208,135.487,125.759,123.872,83.9768,65.7125,150.899,149.603,42.9388,77.5727,3216.47,128.01
12/3/2017,89.7664,42.3376,151.66,26.919,92.4153,88.7572,70.7208,135.487,125.759,123.872,83.9768,65.7125,150.899,149.603,42.9388,77.5727,3216.47,128.01
12/4/2017,89.9993,42.243,152.332,26.9967,91.8377,88.4856,69.9977,135.689,124.42,123.213,83.7027,65.9376,151.641,148.009,42.244,77.7619,3179.57,127.137
12/5/2017,89.3471,41.9828,150.727,26.8672,91.3756,87.7386,69.7497,134.881,123.825,123.531,83.0633,65.5897,150.259,147.289,42.1658,77.0682,3162.53,126.973
12/6/2017,89.021,41.9119,150.055,26.8284,91.2601,87.6367,69.7084,134.42,123.626,122.725,82.6979,65.3237,149.349,147.083,41.932,76.8159,3154.02,126.791
12/7/2017,89.3005,42.2903,150.876,26.9449,92.0687,88.18,70.4522,135.256,124.817,124.019,83.3504,65.5897,150.124,148.421,42.3997,77.2259,3205.12,127.592
12/8/2017,89.7664,42.5505,151.697,27.0744,92.5886,88.4177,70.9274,135.545,125.462,124.522,83.6375,66.0815,150.495,149.243,42.7114,77.7304,3222.15,128.102
12/9/2017,89.7664,42.5505,151.697,27.0744,92.5886,88.4177,70.9274,135.545,125.462,124.522,83.6375,66.0815,150.495,149.243,42.7114,77.7304,3222.15,128.102
12/10/2017,89.7664,42.5505,151.697,27.0744,92.5886,88.4177,70.9274,135.545,125.462,124.522,83.6375,66.0815,150.495,149.243,42.7114,77.7304,3222.15,128.102
12/11/2017,89.7664,42.5505,151.678,26.9967,92.5308,88.3158,70.7208,135.256,125.66,125.598,83.6505,66.1281,150.899,149.449,42.8673,77.7304,3222.15,127.81
12/12/2017,89.4869,42.5032,151.507,26.9234,92.242,88.0102,70.3489,135.199,125.015,124.39,83.4809,66.1281,151.27,148.678,42.6335,77.6989,3202.28,127.683
12/13/2017,89.2074,42.4322,151.335,26.8835,92.4731,88.0442,70.4522,135.43,125.164,124.758,83.6244,66.1048,151.641,148.883,42.7893,77.3835,3225.7,128.01
12/14/2017,88.5552,42.1484,150.135,26.6576,91.9532,87.6123,70.0803,134.246,124.37,124.075,82.9589,65.7087,150.63,147.958,42.7114,76.9105,3210.53,127.355
12/15/2017,89.254,42.5742,151.421,26.9101,92.8774,88.3481,70.8241,136.007,125.678,125.126,83.9145,66.1514,152.282,149.449,43.0232,77.6537,3249.98,128.648
12/16/2017,89.254,42.5742,151.421,26.9101,92.8774,88.3481,70.8241,136.007,125.678,125.126,83.9145,66.1514,152.282,149.449,43.0232,77.6537,3249.98,128.648
12/17/2017,89.254,42.5742,151.421,26.9101,92.8774,88.3481,70.8241,136.007,125.678,125.126,83.9145,66.1514,152.282,149.449,43.0232,77.6537,3249.98,128.648
12/18/2017,89.7664,42.9526,152.664,27.136,93.9748,88.9205,71.4852,137.046,126.895,129.327,84.8012,66.7339,154.136,150.941,43.3349,78.1575,3283.36,129.303
12/19/2017,89.4869,42.8107,152.064,27.0962,93.6282,88.5526,71.3613,136.353,126.895,128.303,84.3101,66.6174,153.529,150.941,43.1791,77.9224,3274.25,129.303
12/20/2017,89.4869,42.8414,152.185,27.1493,93.8593,88.5934,71.3819,136.642,126.946,129.065,84.4465,66.664,153.731,150.992,43.1791,78.0903,3277.29,129.285
12/21/2017,89.4722,42.9157,152.921,27.2025,94.3214,88.9614,71.4646,136.844,126.946,129.984,84.7876,66.7572,154.642,150.941,43.4129,78.359,3280.32,128.921
12/22/2017,89.5241,42.9405,153.484,27.229,94.2636,89.0432,71.4646,136.872,127.048,129.984,84.7603,66.8038,154.304,151.043,43.6467,78.3926,3295.49,128.775
12/23/2017,89.5241,42.9405,153.484,27.229,94.2636,89.0432,71.4646,136.872,127.048,129.984,84.7603,66.8038,154.304,151.043,43.6467,78.3926,3295.49,128.775
12/24/2017,89.5241,42.9405,153.484,27.229,94.2636,89.0432,71.4646,136.872,127.048,129.984,84.7603,66.8038,154.304,151.043,43.6467,78.3926,3295.49,128.775
12/25/2017,89.5241,42.9405,153.484,27.229,94.2636,89.0432,71.4646,136.872,127.048,129.984,84.7603,66.8038,154.304,151.043,43.6467,78.3926,3295.49,128.775
12/26/2017,89.628,42.9405,153.787,27.229,94.6102,89.2067,71.5265,137.103,126.895,131.297,84.8149,66.9204,154.237,150.889,43.7246,78.359,3295.49,128.611
12/27/2017,89.7318,42.99,153.83,27.229,94.679,89.2476,71.5885,136.988,127.149,131.008,84.8421,66.9437,154.141,151.198,43.8026,78.2918,3307.63,128.83
12/28/2017,90.1992,43.1138,154.522,27.3221,95.0099,89.452,71.7331,137.438,127.504,130.982,85.1696,67.2,154.213,151.609,43.8805,78.6613,3313.7,129.176
12/29/2017,89.8357,42.8909,153.787,27.2025,94.4144,89.1249,71.2993,136.768,126.845,130.141,84.6239,66.8738,153.351,150.838,43.6467,78.2918,3295.49,128.63
12/30/2017,89.8357,42.8909,153.787,27.2025,94.4144,89.1249,71.2993,136.768,126.845,130.141,84.6239,66.8738,153.351,150.838,43.6467,78.2918,3295.49,128.63
12/31/2017,89.8357,42.8909,153.787,27.2025,94.4144,89.1249,71.2993,136.768,126.845,130.141,84.6239,66.8738,153.351,150.838,43.6467,78.2918,3295.49,128.63
1/1/2018,89.8357,42.8909,153.787,27.2025,94.4144,89.1249,71.2993,136.768,126.845,130.141,84.6239,66.8738,153.351,150.838,43.6467,78.2918,3295.49,128.63
1/2/2018,90.1472,43.2624,154.912,27.3354,95.0099,89.6973,72.0431,137.023,127.91,133.686,85.306,67.3864,155.183,152.123,44.0364,78.7285,3313.7,129.558
1/3/2018,90.5627,43.5596,155.431,27.3619,95.6053,89.8608,72.7042,137.247,129.077,134.92,85.5925,67.8058,155.47,153.615,44.3482,79.1651,3341.01,130.723
1/4/2018,90.8742,43.7081,155.388,27.4683,95.7377,89.9835,73.0348,137.884,129.686,135.393,85.7426,68.0621,156.584,154.335,44.504,79.4338,3356.18,131.015
1/5/2018,90.9261,43.9558,155.778,27.5613,96.267,90.1879,73.4066,138.49,130.345,135.708,86.07,68.3184,157.41,155.055,44.6599,79.8033,3374.39,131.797
