as_of,B12997,B01157,B09833,B06061,B11293,B05947,B13835,B14040,B04313,B11222,B08385,B11999,B02396,B04312,B07347,B13177,B04841,B13086
8/5/2006,35.3451,17.1644,66.3296,13.8657,28.3348,34.7458,24.9399,54.0146,55.0254,53.8532,29.4452,27.5361,45.5621,63.3158,16.1302,21.1917,1035.71,35.2949
8/6/2006,35.3451,17.1644,66.3296,13.8657,28.3348,34.7458,24.9399,54.0146,55.0254,53.8532,29.4452,27.5361,45.5621,63.3158,16.1302,21.1917,1035.71,35.2949
8/7/2006,35.2085,17.0913,65.9891,13.7935,28.1761,34.5748,24.8476,53.7852,54.659,53.585,29.27,27.4116,45.6185,62.8794,15.9846,21.1584,1024.53,35.1248
8/8/2006,35.1173,16.933,65.7562,13.7574,27.9291,34.4771,24.6476,53.0641,54.262,53.0037,29.0197,27.1376,45.2608,62.443,15.8682,21.0418,1017.08,34.8454
8/9/2006,34.9654,16.7868,65.5054,13.6733,27.8938,34.1962,24.5553,52.5889,54.0177,52.3778,28.8029,26.8761,45.1479,62.0859,15.7226,20.9419,1009.63,34.6146
8/10/2006,35.0869,16.8964,65.7741,13.7815,28.0525,34.4405,24.6937,52.7528,54.2315,52.6684,28.953,27.0131,45.4114,62.3636,15.7808,21.0252,1015.22,34.8089
8/11/2006,35.011,16.7746,65.3441,13.7213,27.8761,34.2939,24.5707,52.2119,53.6818,52.3554,28.7278,26.7142,45.129,61.6496,15.6935,20.9419,1002.18,34.5781
8/12/2006,35.011,16.7746,65.3441,13.7213,27.8761,34.2939,24.5707,52.2119,53.6818,52.3554,28.7278,26.7142,45.129,61.6496,15.6935,20.9419,1002.18,34.5781
8/13/2006,35.011,16.7746,65.3441,13.7213,27.8761,34.2939,24.5707,52.2119,53.6818,52.3554,28.7278,26.7142,45.129,61.6496,15.6935,20.9419,1002.18,34.5781
8/14/2006,34.9806,16.7746,65.3262,13.7454,27.9291,34.4283,24.5707,52.13,53.6208,52.2884,28.7612,26.7764,45.1479,61.5702,15.7517,21.0252,1011.49,34.6146
8/15/2006,35.4363,17.1035,66.1862,13.9378,28.5466,34.9779,25.063,53.2444,54.9338,53.1155,29.3034,27.3618,45.901,63.0777,16.072,21.2917,1048.75,35.3314
8/16/2006,35.7249,17.3959,66.6879,14.022,29.0758,35.3564,25.4015,54.1785,56.0636,53.965,29.7121,27.7728,46.5034,64.3869,16.2758,21.5083,1076.69,35.951
8/17/2006,35.7249,17.3472,66.6879,14.0461,29.0758,35.4297,25.3707,54.0802,56.0331,53.9874,29.7621,27.7977,46.4658,64.3075,16.334,21.525,1093.45,36.0361
8/18/2006,35.7856,17.3959,66.8312,14.0941,29.0935,35.4786,25.4322,54.326,56.0331,54.1885,29.8122,27.8351,46.4281,64.3472,16.3631,21.5416,1093.45,35.9875
8/19/2006,35.7856,17.3959,66.8312,14.0941,29.0935,35.4786,25.4322,54.326,56.0331,54.1885,29.8122,27.8351,46.4281,64.3472,16.3631,21.5416,1093.45,35.9875
8/20/2006,35.7856,17.3959,66.8312,14.0941,29.0935,35.4786,25.4322,54.326,56.0331,54.1885,29.8122,27.8351,46.4281,64.3472,16.3631,21.5416,1093.45,35.9875
8/21/2006,35.6337,17.2741,66.5266,14.022,28.7759,35.1977,25.263,53.8016,55.5751,53.7415,29.6203,27.5984,46.0704,63.7918,16.2467,21.4417,1080.41,35.708
8/22/2006,35.6337,17.3228,66.5625,14.034,28.7406,35.2588,25.263,53.9491,55.8193,53.9426,29.687,27.6731,46.1269,64.0695,16.2758,21.4916,1093.45,35.7202
8/23/2006,35.3907,17.1279,66.025,13.9498,28.5289,34.9412,25.0938,53.3755,55.0559,53.272,29.3951,27.2871,45.8821,63.1967,16.1593,21.375,1078.55,35.4043
8/24/2006,35.4515,17.0792,66.1683,13.9498,28.5642,34.8924,25.1091,53.228,55.1475,52.959,29.3951,27.2123,45.9951,63.3158,16.1884,21.3917,1080.41,35.3557
8/25/2006,35.497,17.0913,66.1683,13.9739,28.5289,34.8069,25.1245,53.1952,55.1781,53.1155,29.4035,27.1999,45.9951,63.3554,16.1884,21.3417,1086,35.4043
8/26/2006,35.497,17.0913,66.1683,13.9739,28.5289,34.8069,25.1245,53.1952,55.1781,53.1155,29.4035,27.1999,45.9951,63.3554,16.1884,21.3417,1086,35.4043
8/27/2006,35.497,17.0913,66.1683,13.9739,28.5289,34.8069,25.1245,53.1952,55.1781,53.1155,29.4035,27.1999,45.9951,63.3554,16.1884,21.3417,1086,35.4043
8/28/2006,35.6641,17.2132,66.4908,14.022,28.8818,35.0633,25.2322,53.4738,55.4224,53.2496,29.6287,27.449,46.5223,63.6331,16.334,21.5083,1087.86,35.6959
8/29/2006,35.7856,17.2619,66.4908,14.0461,29.0582,35.1733,25.3553,53.818,55.7277,53.4955,29.8289,27.6856,46.8611,63.9902,16.4796,21.5749,1095.32,35.8174
8/30/2006,35.8616,17.2741,66.3833,14.022,29.1464,35.1733,25.3861,53.818,56.1552,53.4285,29.9707,27.8226,47.0118,64.5059,16.5961,21.6416,1115.81,35.9389
8/31/2006,36.0135,17.3715,66.6162,14.0461,29.0582,35.332,25.4476,54.1621,56.3384,53.6073,30.0708,27.8475,47.0306,64.7042,16.6543,21.7415,1108.35,35.951
9/1/2006,36.1805,17.469,66.9208,14.1302,29.1817,35.4664,25.5553,54.621,56.5827,54.2109,30.1792,27.9596,47.1624,64.9819,16.6834,21.8248,1099.04,36.1819
9/2/2006,36.1805,17.469,66.9208,14.1302,29.1817,35.4664,25.5553,54.621,56.5827,54.2109,30.1792,27.9596,47.1624,64.9819,16.6834,21.8248,1099.04,36.1819
9/3/2006,36.1805,17.469,66.9208,14.1302,29.1817,35.4664,25.5553,54.621,56.5827,54.2109,30.1792,27.9596,47.1624,64.9819,16.6834,21.8248,1099.04,36.1819
9/4/2006,36.1805,17.469,66.9208,14.1302,29.1817,35.4664,25.5553,54.621,56.5827,54.2109,30.1792,27.9596,47.1624,64.9819,16.6834,21.8248,1099.04,36.1819
9/5/2006,36.2109,17.5664,67.0104,14.1302,29.3052,35.4542,25.6938,55.0634,57.224,54.658,30.346,28.1589,47.3883,65.7357,16.7708,21.8582,1110.22,36.2791
9/6/2006,35.8616,17.2375,66.1683,13.9859,28.7583,35.0756,25.3707,53.8344,55.9415,53.6297,29.8289,27.5984,46.7294,64.2679,16.5378,21.5916,1080.41,35.6837
9/7/2006,35.7097,17.1035,65.8279,13.9138,28.6524,34.8924,25.2322,53.6213,55.5751,53.5179,29.6537,27.4116,46.3905,63.7918,16.4796,21.5416,1065.51,35.708
9/8/2006,35.7705,17.1035,65.9533,13.9378,28.7759,34.9901,25.2015,53.523,55.6361,53.5402,29.6954,27.4739,46.5034,63.9108,16.5378,21.6416,1067.37,35.9267
9/9/2006,35.7705,17.1035,65.9533,13.9378,28.7759,34.9901,25.2015,53.523,55.6361,53.5402,29.6954,27.4739,46.5034,63.9108,16.5378,21.6416,1067.37,35.9267
9/10/2006,35.7705,17.1035,65.9533,13.9378,28.7759,34.9901,25.2015,53.523,55.6361,53.5402,29.6954,27.4739,46.5034,63.9108,16.5378,21.6416,1067.37,35.9267
9/11/2006,35.7097,17.0182,65.9891,13.9017,28.7759,34.9656,25.0784,53.3427,55.2697,53.0708,29.6036,27.4241,46.5787,63.4348,16.5087,21.6582,1069.24,35.9632
9/12/2006,36.0894,17.2741,66.6341,14.0701,29.2346,35.3809,25.4168,54.244,56.3384,53.6967,30.1041,28.0343,47.2377,64.6646,16.7999,21.9581,1108.35,36.6557
9/13/2006,36.3476,17.469,66.9746,14.1543,29.464,35.5763,25.5553,54.9487,56.9186,54.5015,30.3544,28.2959,47.5954,65.339,16.9455,22.1081,1121.39,36.9109
9/14/2006,36.2413,17.335,66.6341,14.1182,29.217,35.4786,25.4322,54.621,56.6743,54.0991,30.2209,28.1589,47.5201,65.0613,16.9163,22.0414,1126.98,36.7772
9/15/2006,36.2413,17.335,66.7237,14.1663,29.2346,35.5763,25.5399,54.6374,56.7354,54.3227,30.2626,28.1713,47.6331,65.1406,16.9746,22.0747,1134.43,36.9473
9/16/2006,36.2413,17.335,66.7237,14.1663,29.2346,35.5763,25.5399,54.6374,56.7354,54.3227,30.2626,28.1713,47.6331,65.1406,16.9746,22.0747,1134.43,36.9473
9/17/2006,36.2413,17.335,66.7237,14.1663,29.2346,35.5763,25.5399,54.6374,56.7354,54.3227,30.2626,28.1713,47.6331,65.1406,16.9746,22.0747,1134.43,36.9473
9/18/2006,36.2413,17.3837,66.7596,14.1903,29.3052,35.5641,25.5861,54.8504,56.9797,54.658,30.271,28.1962,47.7084,65.3787,16.9746,22.0747,1136.3,36.9716
9/19/2006,36.135,17.2984,66.67,14.1302,29.2346,35.4297,25.4784,54.4899,56.7659,54.3003,30.1458,28.0966,47.5389,65.1406,16.9163,22.0414,1125.12,36.838
9/20/2006,36.2869,17.3837,67.0104,14.1783,29.4464,35.7717,25.6169,54.6046,57.0713,54.278,30.3377,28.4328,48.0096,65.4977,17.0328,22.1747,1138.16,37.1295
9/21/2006,36.0894,17.2984,66.7775,14.0941,29.2346,35.6373,25.5861,54.2113,56.5522,53.9426,30.1292,28.1713,47.6142,64.9026,16.9746,22.0581,1126.98,36.923
9/22/2006,35.9072,17.1401,66.4729,14.0461,29.1288,35.3687,25.4168,53.8344,55.9109,53.5402,29.9039,27.8973,47.2753,64.1885,16.829,21.9415,1115.81,36.7286
9/23/2006,35.9072,17.1401,66.4729,14.0461,29.1288,35.3687,25.4168,53.8344,55.9109,53.5402,29.9039,27.8973,47.2753,64.1885,16.829,21.9415,1115.81,36.7286
9/24/2006,35.9072,17.1401,66.4729,14.0461,29.1288,35.3687,25.4168,53.8344,55.9109,53.5402,29.9039,27.8973,47.2753,64.1885,16.829,21.9415,1115.81,36.7286
9/25/2006,36.1046,17.2862,67.0821,14.1783,29.3758,35.674,25.6015,54.4571,56.3995,54.0321,30.1458,28.1962,47.746,64.7836,16.9163,22.1414,1138.16,37.1538
9/26/2006,36.3628,17.4324,67.4404,14.2505,29.5699,35.8572,25.7707,54.9979,56.8881,54.7474,30.321,28.3581,48.1791,65.4183,16.9163,22.258,1143.75,37.3361
9/27/2006,36.4843,17.469,67.7271,14.2625,29.6757,35.8938,25.8477,55.1454,57.1629,54.9263,30.4545,28.4702,48.3297,65.7357,17.0037,22.2747,1128.85,37.409
9/28/2006,36.4843,17.4812,67.7271,14.2986,29.6404,35.8816,25.8323,55.1126,57.0713,54.9486,30.4795,28.4453,48.3673,65.6564,17.0037,22.308,1134.43,37.3968
9/29/2006,36.378,17.4203,67.5121,14.2866,29.4816,35.8083,25.8477,54.8504,57.0102,54.7698,30.3377,28.2087,48.2544,65.5374,16.9455,22.2247,1128.85,37.3118
9/30/2006,36.378,17.4203,67.5121,14.2866,29.4816,35.8083,25.8477,54.8504,57.0102,54.7698,30.3377,28.2087,48.2544,65.5374,16.9455,22.2247,1128.85,37.3118
10/1/2006,36.378,17.4203,67.5121,14.2866,29.4816,35.8083,25.8477,54.8504,57.0102,54.7698,30.3377,28.2087,48.2544,65.5374,16.9455,22.2247,1128.85,37.3118
10/2/2006,36.1957,17.3594,67.5658,14.2385,29.217,35.906,25.6476,54.5227,56.7049,54.3227,30.1375,28.0219,47.9908,65.1406,16.7999,22.1581,1113.94,36.9716
10/3/2006,36.1654,17.2862,67.6196,14.2385,29.1994,35.8694,25.5399,54.0474,56.4606,53.9203,30.0708,27.9596,47.859,64.8233,16.7708,22.1747,1110.22,36.8987
10/4/2006,36.5907,17.5786,68.3542,14.4188,29.7816,36.2968,25.8938,54.834,57.4072,54.8145,30.5379,28.4951,48.4615,65.9737,16.9746,22.4413,1140.02,37.494
10/5/2006,36.94,17.7979,68.6767,14.491,30.1168,36.4923,26.0477,55.5551,58.2011,55.5299,30.9049,28.8314,48.838,66.8465,17.1784,22.5912,1151.2,37.9071
10/6/2006,36.8489,17.6761,68.4617,14.4309,29.9933,36.3213,26.0015,55.2601,57.8652,55.1722,30.7631,28.6944,48.8192,66.4895,17.1201,22.5246,1147.47,37.6277
10/7/2006,36.8489,17.6761,68.4617,14.4309,29.9933,36.3213,26.0015,55.2601,57.8652,55.1722,30.7631,28.6944,48.8192,66.4895,17.1201,22.5246,1147.47,37.6277
10/8/2006,36.8489,17.6761,68.4617,14.4309,29.9933,36.3213,26.0015,55.2601,57.8652,55.1722,30.7631,28.6944,48.8192,66.4895,17.1201,22.5246,1147.47,37.6277
10/9/2006,37.0463,17.737,68.7125,14.4549,30.0991,36.3946,26.1092,55.342,58.3233,55.3287,30.9299,28.8937,49.2146,66.9259,17.1493,22.6245,1156.79,37.7735
10/10/2006,37.1982,17.8101,68.9276,14.515,30.1874,36.5655,26.2631,55.8009,58.3233,55.6193,31.0467,28.9933,49.3652,66.9655,17.1784,22.6579,1149.34,37.7856
10/11/2006,37.0463,17.7857,68.7663,14.4429,30.0991,36.4923,26.1554,55.719,58.2317,55.0157,30.9049,28.8687,49.1769,66.8465,17.091,22.6079,1145.61,37.6641
10/12/2006,37.4868,18.0294,69.3397,14.5752,30.5226,36.8587,26.4938,56.5384,59.2393,55.9322,31.372,29.3918,49.9112,67.997,17.3531,22.8411,1162.38,38.1258
10/13/2006,37.5931,18.1146,69.6622,14.5872,30.6461,36.9075,26.6323,56.9153,59.4531,56.2676,31.5472,29.5662,49.93,68.235,17.4404,22.9744,1173.55,38.2595
10/14/2006,37.5931,18.1146,69.6622,14.5872,30.6461,36.9075,26.6323,56.9153,59.4531,56.2676,31.5472,29.5662,49.93,68.235,17.4404,22.9744,1173.55,38.2595
10/15/2006,37.5931,18.1146,69.6622,14.5872,30.6461,36.9075,26.6323,56.9153,59.4531,56.2676,31.5472,29.5662,49.93,68.235,17.4404,22.9744,1173.55,38.2595
10/16/2006,37.8362,18.2852,70.0563,14.6594,30.8402,37.0907,26.7554,57.5708,60.0333,57.05,31.7974,29.8402,50.2312,68.9491,17.5569,23.141,1182.87,38.4782
10/17/2006,37.5931,18.1146,69.8592,14.5752,30.5755,36.8831,26.6323,56.9972,59.6058,56.5805,31.5972,29.6285,49.9865,68.4334,17.4695,22.9744,1175.41,38.1501
10/18/2006,37.6387,18.0659,70.0563,14.5511,30.5226,36.7487,26.6938,56.7186,59.331,56.5135,31.5639,29.5288,50.0241,68.116,17.4695,23.0077,1156.79,38.1623
10/19/2006,37.745,18.1024,70.0742,14.515,30.7167,36.8709,26.8323,57.1119,59.5752,57.0053,31.689,29.6534,50.2689,68.3937,17.5278,23.0077,1151.2,38.1501
10/20/2006,37.5931,17.9441,69.9847,14.5271,30.5049,36.8587,26.7708,56.7514,59.1477,56.5582,31.4971,29.4416,50.1748,67.9176,17.4695,22.9244,1136.3,37.9314
10/21/2006,37.5931,17.9441,69.9847,14.5271,30.5049,36.8587,26.7708,56.7514,59.1477,56.5582,31.4971,29.4416,50.1748,67.9176,17.4695,22.9244,1136.3,37.9314
10/22/2006,37.5931,17.9441,69.9847,14.5271,30.5049,36.8587,26.7708,56.7514,59.1477,56.5582,31.4971,29.4416,50.1748,67.9176,17.4695,22.9244,1136.3,37.9314
10/23/2006,37.745,18.0415,70.2713,14.5872,30.5932,36.993,26.8169,56.9645,59.4531,56.9606,31.5972,29.5288,50.5136,68.235,17.4987,23.091,1140.02,38.1501
10/24/2006,37.8817,18.1024,70.4684,14.6233,30.6285,37.0296,26.8169,57.5708,59.5752,57.4077,31.6389,29.5662,50.5701,68.3937,17.4404,23.091,1126.98,38.1501
10/25/2006,38.064,18.1512,70.9164,14.6594,30.6108,37.0785,26.9708,58.0297,59.789,57.9665,31.8141,29.753,50.6831,68.6317,17.4695,23.1577,1136.3,38.2109
10/26/2006,38.3526,18.3217,71.2926,14.7796,30.8578,37.3349,27.417,58.4885,60.6134,58.3242,32.1561,30.0768,50.9843,69.5838,17.7316,23.2909,1149.34,38.7212
10/27/2006,37.9425,18.1755,70.7372,14.6594,30.6108,37.1884,27.1708,57.7675,60.0027,57.8101,31.8225,29.6783,50.4572,68.9094,17.6151,23.0744,1141.88,38.3688
10/28/2006,37.9425,18.1755,70.7372,14.6594,30.6108,37.1884,27.1708,57.7675,60.0027,57.8101,31.8225,29.6783,50.4572,68.9094,17.6151,23.0744,1141.88,38.3688
10/29/2006,37.9425,18.1755,70.7372,14.6594,30.6108,37.1884,27.1708,57.7675,60.0027,57.8101,31.8225,29.6783,50.4572,68.9094,17.6151,23.0744,1141.88,38.3688
10/30/2006,38.0336,18.1877,70.8984,14.6473,30.5932,37.3227,27.14,57.7183,59.9111,57.6759,31.9059,29.8277,51.0408,68.7507,17.7025,23.1577,1151.2,38.466
10/31/2006,37.9577,18.1024,70.6834,14.6473,30.4873,37.2617,27.1093,57.6036,59.7584,57.7877,31.8558,29.7032,51.1349,68.5524,17.7025,23.1077,1149.34,38.5146
11/1/2006,37.6083,17.871,70.1459,14.5511,30.1168,37.0663,26.8785,56.8661,58.7508,57.1841,31.4387,29.1552,50.7584,67.4019,17.586,23.0244,1125.12,38.1744
11/2/2006,37.6539,17.8344,70.1459,14.5271,30.0109,37.1029,26.8631,56.6858,58.7202,57.0053,31.3804,29.1054,50.8714,67.3623,17.5569,23.0077,1126.98,38.2109
11/3/2006,37.6691,17.8953,70.0563,14.515,30.1521,37.0663,27.0939,56.8497,59.0256,57.1618,31.4721,29.1552,50.8525,67.7193,17.6151,23.041,1143.75,38.2595
11/4/2006,37.6691,17.8953,70.0563,14.515,30.1521,37.0663,27.0939,56.8497,59.0256,57.1618,31.4721,29.1552,50.8525,67.7193,17.6151,23.041,1143.75,38.2595
11/5/2006,37.6691,17.8953,70.0563,14.515,30.1521,37.0663,27.0939,56.8497,59.0256,57.1618,31.4721,29.1552,50.8525,67.7193,17.6151,23.041,1143.75,38.2595
11/6/2006,38.1551,18.1024,70.7909,14.6353,30.4873,37.4327,27.417,57.7183,59.9417,58.056,31.8725,29.5911,51.5303,68.8301,17.9063,23.241,1171.69,38.7697
11/7/2006,38.2463,18.1634,70.8268,14.7075,30.6461,37.6158,27.4785,57.8822,60.2165,58.1901,31.9309,29.6783,51.568,69.1475,17.9645,23.2909,1184.73,38.8184
11/8/2006,38.4437,18.2243,71.2568,14.7075,30.8225,37.799,27.6939,58.1935,60.3386,58.6372,32.1311,29.8153,52.114,69.2665,17.9645,23.4409,1188.45,38.952
11/9/2006,38.3222,18.1268,71.2568,14.6353,30.5402,37.6158,27.6785,57.8986,60.186,58.5478,31.9309,29.5662,52.0198,69.1078,17.8772,23.3576,1181,38.709
11/10/2006,38.4589,18.2121,71.5435,14.6834,30.7872,37.7868,27.6631,58.3083,60.2775,58.7043,32.1061,29.8153,52.2834,69.2268,17.9645,23.4409,1192.18,38.8184
11/11/2006,38.4589,18.2121,71.5435,14.6834,30.7872,37.7868,27.6631,58.3083,60.2775,58.7043,32.1061,29.8153,52.2834,69.2268,17.9645,23.4409,1192.18,38.8184
11/12/2006,38.4589,18.2121,71.5435,14.6834,30.7872,37.7868,27.6631,58.3083,60.2775,58.7043,32.1061,29.8153,52.2834,69.2268,17.9645,23.4409,1192.18,38.8184
11/13/2006,38.4893,18.2365,71.5256,14.6954,30.9284,37.8845,27.7401,58.6032,60.5829,58.7713,32.1978,29.9273,52.4529,69.5442,18.1101,23.5575,1201.49,38.8791
11/14/2006,38.7323,18.4435,71.9376,14.7435,31.2283,38.0677,27.8785,59.226,61.1325,59.1961,32.5565,30.3881,52.6788,70.2186,18.2184,23.7741,1221.98,39.195
11/15/2006,38.8842,18.5776,72.296,14.7916,31.3695,38.1532,28.0939,59.7176,61.7433,59.8696,32.7984,30.6248,52.9989,70.893,18.3174,23.8574,1236.89,39.4987
11/16/2006,38.945,18.5532,72.3856,14.7916,31.3165,38.2753,28.1093,59.5865,61.6822,59.6605,32.7734,30.5501,53.206,70.8137,18.3504,23.924,1235.02,39.6445
11/17/2006,38.945,18.541,72.2781,14.8037,31.3342,38.2631,28.0939,59.4554,61.7433,59.6837,32.7317,30.4753,53.0177,70.893,18.3834,23.9074,1239.49,39.6688
11/18/2006,38.945,18.541,72.2781,14.8037,31.3342,38.2631,28.0939,59.4554,61.7433,59.6837,32.7317,30.4753,53.0177,70.893,18.3834,23.9074,1239.49,39.6688
11/19/2006,38.945,18.541,72.2781,14.8037,31.3342,38.2631,28.0939,59.4554,61.7433,59.6837,32.7317,30.4753,53.0177,70.893,18.3834,23.9074,1239.49,39.6688
11/20/2006,38.9602,18.5532,72.4752,14.7796,31.3342,38.3242,28.1247,59.6521,61.957,59.7999,32.8401,30.5501,52.9235,71.131,18.4494,23.9573,1245.62,39.7296
11/21/2006,39.1273,18.6263,72.726,14.7916,31.3518,38.4341,28.2632,59.9307,62.5372,60.195,32.9652,30.6746,53.1871,71.8055,18.5154,24.074,1251.75,39.9726
11/22/2006,39.2791,18.7237,72.941,14.8518,31.5282,38.5929,28.4016,60.2257,63.0258,60.3112,33.0737,30.7618,53.3377,72.4005,18.6145,24.1406,1270.12,40.1548
11/23/2006,39.2791,18.7237,72.941,14.8518,31.5282,38.5929,28.4016,60.2257,63.0258,60.3112,33.0737,30.7618,53.3377,72.4005,18.6145,24.1406,1270.12,40.1548
11/24/2006,39.2336,18.7237,72.9231,14.8157,31.4753,38.5074,28.3709,60.1601,63.1785,60.1253,33.0737,30.7369,53.3001,72.5989,18.5814,24.1406,1261.96,40.1305
11/25/2006,39.2336,18.7237,72.9231,14.8157,31.4753,38.5074,28.3709,60.1601,63.1785,60.1253,33.0737,30.7369,53.3001,72.5989,18.5814,24.1406,1261.96,40.1305
11/26/2006,39.2336,18.7237,72.9231,14.8157,31.4753,38.5074,28.3709,60.1601,63.1785,60.1253,33.0737,30.7369,53.3001,72.5989,18.5814,24.1406,1261.96,40.1305
11/27/2006,38.6716,18.3461,71.866,14.6353,30.7696,37.8845,27.8478,58.8163,61.896,59.0794,32.398,30.027,52.434,71.131,18.2844,23.7074,1221.12,39.4501
11/28/2006,38.7475,18.407,72.2601,14.6473,30.8225,38.0189,27.8939,58.8818,61.957,59.1956,32.4814,30.0644,52.3022,71.1707,18.2844,23.7741,1225.2,39.5473
11/29/2006,39.188,18.6628,73.2277,14.8037,31.0872,38.5196,28.2016,59.6685,62.6899,60.1485,32.8651,30.4255,52.9047,72.0038,18.4824,24.0906,1229.28,39.9483
11/30/2006,39.2791,18.7115,73.3352,14.8157,31.2636,38.5929,28.3247,59.9307,63.2395,60.2183,32.9986,30.5127,53.0553,72.6386,18.6145,24.1573,1241.54,40.0455
12/1/2006,39.2184,18.6994,73.3352,14.7796,31.2283,38.5562,28.2632,59.8815,62.9036,60.1253,32.9235,30.301,53.2248,72.2022,18.5814,24.1406,1223.16,39.9969
12/2/2006,39.2184,18.6994,73.3352,14.7796,31.2283,38.5562,28.2632,59.8815,62.9036,60.1253,32.9235,30.301,53.2248,72.2022,18.5814,24.1406,1223.16,39.9969
12/3/2006,39.2184,18.6994,73.3352,14.7796,31.2283,38.5562,28.2632,59.8815,62.9036,60.1253,32.9235,30.301,53.2248,72.2022,18.5814,24.1406,1223.16,39.9969
12/4/2006,39.5677,18.9065,73.9265,14.8999,31.7047,38.8738,28.617,60.5862,63.8808,60.8225,33.3573,30.8614,53.639,73.3527,18.8125,24.4405,1241.54,40.6651
12/5/2006,39.7348,19.0039,74.1594,14.96,31.7929,39.057,28.7247,60.8975,64.1556,61.1711,33.4407,30.9361,53.8837,73.67,18.8455,24.5238,1239.49,40.8474
12/6/2006,39.7044,19.0039,74.1415,14.948,31.8105,38.9471,28.6786,60.9959,64.1861,61.2176,33.4407,30.9112,53.8273,73.7097,18.8455,24.5571,1241.54,40.9445
12/7/2006,39.5829,18.9102,73.8906,14.9239,31.7047,38.8493,28.617,60.8156,63.9724,60.9387,33.2989,30.7867,53.6955,73.432,18.8125,24.4905,1233.37,40.653
12/8/2006,39.5829,18.8959,73.8189,14.9119,31.7223,38.8982,28.7094,60.832,64.0334,60.869,33.3072,30.7991,53.9026,73.5113,18.8455,24.5404,1235.41,40.6651
12/9/2006,39.5829,18.8959,73.8189,14.9119,31.7223,38.8982,28.7094,60.832,64.0334,60.869,33.3072,30.7991,53.9026,73.5113,18.8455,24.5404,1235.41,40.6651
12/10/2006,39.5829,18.8959,73.8189,14.9119,31.7223,38.8982,28.7094,60.832,64.0334,60.869,33.3072,30.7991,53.9026,73.5113,18.8455,24.5404,1235.41,40.6651
12/11/2006,39.5525,18.8531,73.8369,14.96,31.6518,38.886,28.7709,60.9303,64.2472,60.9155,33.3239,30.8407,54.0344,73.7494,18.7465,24.5571,1237.45,40.6044
12/12/2006,39.4614,18.753,73.7123,14.948,31.493,38.7883,28.6478,60.5206,63.6976,60.5436,33.1738,30.6015,53.9967,73.1146,18.6145,24.5404,1225.2,40.41
12/13/2006,39.4766,18.7673,73.8065,14.984,31.5106,38.8616,28.6478,60.7501,63.7281,60.7528,33.1988,30.6414,54.0344,73.1543,18.6145,24.5571,1210.91,40.3249
12/14/2006,39.75,18.8959,74.2395,15.1043,31.8282,39.057,28.7863,61.3073,64.0945,61.3338,33.399,30.8939,54.4109,73.5907,18.7795,24.757,1233.37,40.6287
12/15/2006,39.6494,18.8531,74.0701,15.1163,31.7576,39.0081,28.6786,61.1598,64.064,61.2176,33.3656,30.8274,54.2435,73.5113,18.7795,24.6904,1233.37,40.6044
12/16/2006,39.6494,18.8531,74.0701,15.1163,31.7576,39.0081,28.6786,61.1598,64.064,61.2176,33.3656,30.8274,54.2435,73.5113,18.7795,24.6904,1233.37,40.6044
12/17/2006,39.6494,18.8531,74.0701,15.1163,31.7576,39.0081,28.6786,61.1598,64.064,61.2176,33.3656,30.8274,54.2435,73.5113,18.7795,24.6904,1233.37,40.6044
12/18/2006,39.3537,18.653,73.5052,15.0562,31.3695,38.7992,28.4632,60.5534,63.3922,60.5669,33.0403,30.4687,53.8414,72.7179,18.6475,24.6071,1221.12,40.252
12/19/2006,39.3866,18.6815,73.75,15.0803,31.3695,38.9159,28.4324,60.6026,63.5449,60.6598,33.057,30.4687,53.9017,72.896,18.5485,24.6026,1210.91,40.2763
12/20/2006,39.3702,18.653,73.637,15.0442,31.3695,38.877,28.4632,60.3731,63.5143,60.4042,33.0904,30.6015,54.0625,72.8531,18.6145,24.6717,1212.95,40.2763
12/21/2006,39.2223,18.5672,73.2981,15.0322,31.2286,38.7213,28.4324,59.8323,63.1479,60.0323,32.9402,30.4687,53.962,72.4241,18.5154,24.6256,1198.65,40.0455
12/22/2006,39.1073,18.4671,73.091,14.96,31.2286,38.6046,28.2939,59.6521,62.8731,59.7999,32.8401,30.3756,53.8615,72.1237,18.5154,24.5335,1196.61,39.8025
12/23/2006,39.1073,18.4671,73.091,14.96,31.2286,38.6046,28.2939,59.6521,62.8731,59.7999,32.8401,30.3756,53.8615,72.1237,18.5154,24.5335,1196.61,39.8025
12/24/2006,39.1073,18.4671,73.091,14.96,31.2286,38.6046,28.2939,59.6521,62.8731,59.7999,32.8401,30.3756,53.8615,72.1237,18.5154,24.5335,1196.61,39.8025
12/25/2006,39.1073,18.4671,73.091,14.96,31.2286,38.6046,28.2939,59.6521,62.8731,59.7999,32.8401,30.3756,53.8615,72.1237,18.5154,24.5335,1196.61,39.8025
12/26/2006,39.2552,18.51,73.2793,15.0081,31.4161,38.7732,28.417,59.8323,63.0258,60.0323,33.0204,30.6148,54.143,72.2953,18.5814,24.6256,1200.7,39.9604
12/27/2006,39.5344,18.653,73.8818,15.1284,31.5619,38.9937,28.7247,60.3895,63.667,60.5901,33.3379,30.9736,54.6255,73.0247,18.7465,24.8099,1210.91,40.252
12/28/2006,39.4687,18.6244,73.6747,15.1043,31.5203,38.864,28.694,60.1714,63.6365,60.6133,33.2607,30.8673,54.5652,72.9818,18.7465,24.7638,1210.91,40.1913
