as_of,B12997,B01157,B09833,B06061,B11293,B05947,B13835,B14040,B04313,B11222,B08385,B11999,B02396,B04312,B07347,B13177,B04841,B13086,B00241,B07223,B03193,B15709,B04687,B05548,B05011,B13104,B06753,B08336,B10749,B10612,B14867,B10363,B14965,B09417,B07245,B04762,B12844,B09550,B15851,B14908,B13135,B06850,B00774,B00450,B03777,B05350,B02390,B15191,B06096,B11505
2018-02-24,88.5375,44.3768,153.44,27.0031,98.9796,88.757,74.5843,136.258,130.295,132.478,85.7562,68.0388,155.326,154.952,47.232,79.501,3477.56,135.967,64.5577,266.217,682.914,49.975,4015.85,90.2075,129.578,93.4259,105.586,112.473,72.6322,193.756,294.799,122.363,510.189,85.572,80.9664,137.884,70.1588,32.9192,24.4049,66.3512,445.907,186.698,90.9186,42.9348,34.6804,81.9522,289.527,40.4316,24.8104,228.509
2018-02-23,88.5375,44.3768,153.44,27.0031,98.9796,88.757,74.5843,136.258,130.295,132.478,85.7562,68.0388,155.326,154.952,47.232,79.501,3477.56,135.967,64.5577,266.217,682.914,49.975,4015.85,90.2075,129.578,93.4259,105.586,112.473,72.6322,193.756,294.799,122.363,510.189,85.572,80.9664,137.884,70.1588,32.9192,24.4049,66.3512,445.907,186.698,90.9186,42.9348,34.6804,81.9522,289.527,40.4316,24.8104,228.509
2018-02-22,87.2912,43.7577,151.233,26.6842,97.524,87.4487,73.5513,135.142,129.128,130.771,84.6921,67.0369,153.854,153.615,46.6084,78.2918,3429.01,134.255,63.5455,262.148,673.301,49.1729,3961.4,88.7829,127.869,92.3563,103.998,110.697,71.4633,191.355,294.103,122.076,508.136,85.3675,80.8779,137.482,70.0725,32.8475,24.3546,66.242,445.005,186.521,90.7467,42.8347,34.606,81.8639,289.201,40.2738,24.6861,227.796
2018-02-21,87.4989,43.8072,151.146,26.7241,97.7225,87.5305,73.7579,135.078,129.331,130.561,84.8558,67.2,155.039,153.769,46.5305,78.2918,3432.05,134.747,63.658,262.003,673.71,49.1729,3968.2,88.6773,127.649,91.9285,103.84,110.58,71.4905,191.228,293.872,122.066,508.688,85.2857,80.7894,137.465,69.9975,32.813,24.3295,66.242,444.676,186.521,90.6321,42.7858,34.5703,81.7753,288.874,40.2691,24.6834,227.769
2018-02-20,87.8105,44.0053,152.012,26.7772,97.921,87.8167,73.9232,135.015,129.889,131.008,84.9786,67.3631,155.686,154.54,46.4525,78.6949,3429.01,134.747,63.8829,263.166,674.937,49.417,3988.62,89.1698,128.531,92.4146,104.225,111.188,71.871,192.492,294.567,122.323,509.245,85.572,81.0548,137.624,70.1995,32.9067,24.4049,66.4058,445.779,186.86,90.8613,42.8764,34.6662,82.0136,289.419,40.4077,24.8738,228.376
2018-02-19,88.3298,44.1539,153.137,26.9766,98.4503,88.2664,74.0265,136.673,129.99,132.557,85.5788,67.3631,156.835,154.695,46.6084,78.9972,3438.12,134.929,63.7704,263.602,677.187,49.5565,4015.85,89.6974,129.578,93.1537,104.611,111.83,72.2788,193.883,294.799,122.449,509.803,85.6947,81.0548,137.782,70.1938,32.9364,24.43,66.515,446.181,187.036,90.9186,42.9206,34.7292,82.1507,289.854,40.4028,24.9484,228.665
2018-02-18,88.3298,44.1539,153.137,26.9766,98.4503,88.2664,74.0265,136.673,129.99,132.557,85.5788,67.3631,156.835,154.695,46.6084,78.9972,3438.12,134.929,63.7704,263.602,677.187,49.5565,4015.85,89.6974,129.578,93.1537,104.611,111.83,72.2788,193.883,294.799,122.449,509.803,85.6947,81.0548,137.782,70.1938,32.9364,24.43,66.515,446.181,187.036,90.9186,42.9206,34.7292,82.1507,289.854,40.4028,24.9484,228.665
2018-02-17,88.3298,44.1539,153.137,26.9766,98.4503,88.2664,74.0265,136.673,129.99,132.557,85.5788,67.3631,156.835,154.695,46.6084,78.9972,3438.12,134.929,63.7704,263.602,677.187,49.5565,4015.85,89.6974,129.578,93.1537,104.611,111.83,72.2788,193.883,294.799,122.449,509.803,85.6947,81.0548,137.782,70.1938,32.9364,24.43,66.515,446.181,187.036,90.9186,42.9206,34.7292,82.1507,289.854,40.4028,24.9484,228.665
2018-02-16,88.3298,44.1539,153.137,26.9766,98.4503,88.2664,74.0265,136.673,129.99,132.557,85.5788,67.3631,156.835,154.695,46.6084,78.9972,3438.12,134.929,63.7704,263.602,677.187,49.5565,4015.85,89.6974,129.578,93.1537,104.611,111.83,72.2788,193.883,294.799,122.449,509.803,85.6947,81.0548,137.782,70.1938,32.9364,24.43,66.515,446.181,187.036,90.9186,42.9206,34.7292,82.1507,289.854,40.4028,24.9484,228.665
2018-02-15,87.9143,44.1044,152.705,26.9101,98.5165,88.2255,74.295,136.226,129.838,131.192,85.4151,67.2932,156.763,154.489,46.5305,78.7621,3453.29,134.71,63.5455,262.73,677.391,49.5913,4015.85,89.6447,129.413,92.9008,104.906,111.783,72.2788,193.756,294.335,122.352,508.29,85.5311,80.8779,137.541,70.0318,32.8945,24.3797,66.515,445.279,186.683,90.804,42.9113,34.6519,81.9809,289.527,40.3841,24.8604,228.242
2018-02-14,87.447,43.6339,151.19,26.7241,97.4579,87.7758,73.4066,135.206,128.214,129.432,84.542,66.6407,155.47,152.535,46.1408,78.2247,3407.77,132.963,62.6457,259.969,670.028,49.1031,3988.62,88.5542,127.98,91.8118,103.318,110.417,71.5449,191.481,293.64,122.211,506.351,85.3675,80.7009,137.172,69.9567,32.86,24.3295,66.3512,444.664,186.683,90.7467,42.816,34.5832,81.8111,288.657,40.2359,24.7419,227.583
2018-02-13,86.4084,42.7919,148.809,26.3121,95.3407,86.5084,72.0637,133.261,125.931,125.782,83.0414,65.5922,152.488,149.809,45.2055,76.8812,3334.94,130.323,61.4086,255.9,658.984,48.4405,3940.98,87.3583,126.877,90.8199,101.752,108.933,70.5119,188.448,294.335,122.404,505.043,85.7356,80.9664,137.683,70.2277,32.9858,24.4049,66.2966,446.054,187.212,90.9759,42.9997,34.7456,81.9681,289.092,40.3745,24.8552,228.189
2018-02-12,86.2526,42.6681,148.376,26.2589,95.076,86.1405,71.7331,132.942,125.627,125.861,82.7276,65.5689,152.596,149.398,44.9717,76.7468,3304.6,129.904,61.746,255.609,657.552,48.4754,3920.56,87.1296,126.657,90.606,101.412,108.641,70.4032,188.321,294.567,122.397,504.981,85.6538,80.9664,137.668,70.2219,32.9834,24.43,66.3512,446.012,187.212,90.9759,42.9974,34.7433,82.1252,289.31,40.3698,24.9298,228.479
2018-02-11,85.5776,42.0985,146.818,26.033,93.8851,84.9957,70.7414,132.176,123.547,123.786,81.8545,64.8699,150.621,146.929,44.1923,75.7392,3253.01,128.284,60.9587,251.831,648.349,47.9174,3879.72,85.9336,125.169,89.3225,100.028,107.146,69.5877,186.173,294.567,122.39,503.054,85.6538,80.9664,137.652,70.2159,33.0132,24.43,66.242,445.6,187.389,90.9186,42.9952,34.741,82.1882,289.419,40.3651,24.8112,228.136
2018-02-10,85.5776,42.0985,146.818,26.033,93.8851,84.9957,70.7414,132.176,123.547,123.786,81.8545,64.8699,150.621,146.929,44.1923,75.7392,3253.01,128.284,60.9587,251.831,648.349,47.9174,3879.72,85.9336,125.169,89.3225,100.028,107.146,69.5877,186.173,294.567,122.39,503.054,85.6538,80.9664,137.652,70.2159,33.0132,24.43,66.242,445.6,187.389,90.9186,42.9952,34.741,82.1882,289.419,40.3651,24.8112,228.136
2018-02-09,85.5776,42.0985,146.818,26.033,93.8851,84.9957,70.7414,132.176,123.547,123.786,81.8545,64.8699,150.621,146.929,44.1923,75.7392,3253.01,128.284,60.9587,251.831,648.349,47.9174,3879.72,85.9336,125.169,89.3225,100.028,107.146,69.5877,186.173,294.567,122.39,503.054,85.6538,80.9664,137.652,70.2159,33.0132,24.43,66.242,445.6,187.389,90.9186,42.9952,34.741,82.1882,289.419,40.3651,24.8112,228.136
2018-02-08,84.7467,41.628,145.476,25.8071,93.2235,84.3416,69.8117,130.646,122.278,123.025,81.0905,64.2408,149.974,145.438,43.8805,74.7988,3219.63,127.064,60.1714,248.344,642.213,47.3245,3845.68,84.6497,123.625,87.7861,98.4853,105.534,68.6907,183.898,295.262,122.369,504.737,85.7765,81.3203,137.781,70.3367,33.0062,24.4551,66.242,446.99,187.917,91.1478,42.9883,34.833,82.427,289.963,40.4946,25.0736,229.322
2018-02-07,87.3431,43.1633,150.584,26.631,97.1271,87.2852,72.5802,134.632,127.504,128.986,83.7917,66.6174,154.68,151.66,45.2835,77.6873,3334.94,131.397,62.4208,258.08,665.324,49.2077,3975.01,87.9211,128.035,91.0533,102.637,109.634,71.1099,190.723,295.957,122.495,509.647,85.7765,81.4973,138.116,70.4,33.0678,24.4802,66.5696,447.522,188.27,91.1478,42.9861,34.8307,82.584,290.616,40.6333,25.1481,229.928
2018-02-06,87.1354,43.1633,150.887,26.6178,97.1271,87.4487,72.6422,133.994,127.707,129.327,83.778,66.6407,154.752,151.969,45.2055,77.6537,3331.91,131.888,62.6457,259.823,667.37,49.5565,3988.62,88.3783,128.531,91.3839,103.318,110.183,71.3818,191.734,296.653,122.82,508.96,85.8583,81.4973,138.268,70.5326,33.1937,24.5555,66.7335,448.053,188.622,91.2623,43.1233,34.8943,82.8228,291.269,40.6286,25.3,229.902
2018-02-05,86.7719,42.6433,149.328,26.5247,95.87,86.9172,71.4646,132.75,126.134,126.465,82.9868,65.8951,152.812,150.066,44.8937,76.8476,3295.49,130.833,61.9709,255.755,657.143,48.7544,3940.98,86.8306,126.822,90.1587,101.344,108.279,70.4304,188.448,296.653,122.68,509.52,86.1447,81.8512,138.428,70.8036,33.1591,24.5555,66.6789,449.444,188.799,91.5488,43.121,35.0238,82.8983,291.487,40.7674,25.4905,231.141
2018-02-04,89.4722,44.1787,154.696,27.3885,99.3766,89.7382,74.0678,137.119,130.65,130.929,85.9335,67.9689,158.344,155.466,46.8423,79.8033,3413.84,135.439,64.5577,265.781,680.255,50.4981,4083.91,90.5592,131.783,93.8927,105.45,112.905,73.4476,196.158,296.421,122.597,512.567,85.8174,81.6743,138.236,70.5208,33.0925,24.5053,67.0065,448.173,188.622,91.2623,42.9792,34.8898,82.7167,291.269,40.7628,25.3721,230.481
2018-02-03,89.4722,44.1787,154.696,27.3885,99.3766,89.7382,74.0678,137.119,130.65,130.929,85.9335,67.9689,158.344,155.466,46.8423,79.8033,3413.84,135.439,64.5577,265.781,680.255,50.4981,4083.91,90.5592,131.783,93.8927,105.45,112.905,73.4476,196.158,296.421,122.597,512.567,85.8174,81.6743,138.236,70.5208,33.0925,24.5053,67.0065,448.173,188.622,91.2623,42.9792,34.8898,82.7167,291.269,40.7628,25.3721,230.481
2018-02-02,89.4722,44.1787,154.696,27.3885,99.3766,89.7382,74.0678,137.119,130.65,130.929,85.9335,67.9689,158.344,155.466,46.8423,79.8033,3413.84,135.439,64.5577,265.781,680.255,50.4981,4083.91,90.5592,131.783,93.8927,105.45,112.905,73.4476,196.158,296.421,122.597,512.567,85.8174,81.6743,138.236,70.5208,33.0925,24.5053,67.0065,448.173,188.622,91.2623,42.9792,34.8898,82.7167,291.269,40.7628,25.3721,230.481
2018-02-01,90.9781,45.0454,157.725,27.7739,101.626,91.0464,75.6793,139.734,133.39,135.367,87.6116,69.4602,161.756,158.706,47.7775,81.4826,3486.67,137.296,65.6824,271.013,692.117,51.6489,4158.78,92.5291,134.704,95.8374,107.492,115.346,75.0242,200.581,297.58,123.101,515.488,86.0219,81.8512,138.715,70.6415,33.2134,24.6057,67.3888,449.277,189.328,91.3769,43.1119,34.9817,83.1187,292.466,40.7488,25.5187,231.355
2018-01-31,91.1339,45.0206,157.422,27.8005,101.031,90.842,75.7,139.702,133.288,135.892,87.4615,69.3204,161.756,158.603,47.6996,81.2811,3486.67,136.75,65.5699,272.175,690.277,51.2304,4151.98,92.5642,134.704,96.1097,107.946,115.404,74.9427,200.329,298.043,123.227,516.049,86.2674,82.2052,138.875,70.8427,33.2749,24.6559,67.2796,450.668,189.68,91.6061,43.2492,35.1113,83.3576,292.575,40.8876,25.7864,232.279
2018-01-30,91.2377,45.0454,157.509,27.8669,101.362,91.1691,75.8446,140.18,133.542,136.575,87.6661,69.3204,162.906,158.86,47.7775,81.2811,3486.67,136.768,66.0198,271.013,693.14,51.0909,4165.59,92.5115,134.759,95.993,107.401,115.346,75.0786,200.96,297.58,123.089,515.31,86.1447,82.0282,138.859,70.8371,33.2407,24.6308,67.3342,450.345,189.504,91.5488,43.247,35.0745,83.1886,292.249,40.8798,25.6293,231.602
2018-01-29,92.1205,45.5159,159.154,28.0662,101.957,91.7414,76.547,141.169,134.557,140.277,88.5256,70.1126,163.983,160.043,48.4011,82.0872,3526.12,138.152,66.9196,274.064,702.139,51.4746,4220.04,93.5315,136.247,96.8487,108.422,116.608,76.0844,203.867,298.327,123.208,517.723,86.2265,82.2052,139.019,70.9685,33.3025,24.681,67.6618,451.165,189.856,91.6061,43.2913,35.1382,83.4264,292.793,40.8746,25.7812,232.21
2018-01-28,92.8475,45.8378,160.236,28.1991,102.751,92.5591,77.1255,142.381,135.724,141.013,89.1395,70.2757,164.846,161.483,48.4011,82.6918,3550.39,138.607,67.1445,276.389,703.775,51.8582,4240.46,94.1647,137.294,97.6266,109.443,117.39,76.5736,205.51,298.558,123.333,518.906,86.431,82.3822,139.177,71.0322,33.3643,24.7062,67.7791,451.91,190.033,91.7462,43.3822,35.2019,83.4895,293.296,41.0136,25.8558,232.818
2018-01-27,92.8475,45.8378,160.236,28.1991,102.751,92.5591,77.1255,142.381,135.724,141.013,89.1395,70.2757,164.846,161.483,48.4011,82.6918,3550.39,138.607,67.1445,276.389,703.775,51.8582,4240.46,94.1647,137.294,97.6266,109.443,117.39,76.5736,205.51,298.558,123.333,518.906,86.431,82.3822,139.177,71.0322,33.3643,24.7062,67.7791,451.91,190.033,91.7462,43.3822,35.2019,83.4895,293.296,41.0136,25.8558,232.818
2018-01-26,92.8475,45.8378,160.236,28.1991,102.751,92.5591,77.1255,142.381,135.724,141.013,89.1395,70.2757,164.846,161.483,48.4011,82.6918,3550.39,138.607,67.1445,276.389,703.775,51.8582,4240.46,94.1647,137.294,97.6266,109.443,117.39,76.5736,205.51,298.558,123.333,518.906,86.431,82.3822,139.177,71.0322,33.3643,24.7062,67.7791,451.91,190.033,91.7462,43.3822,35.2019,83.4895,293.296,41.0136,25.8558,232.818
2018-01-25,92.6398,45.4416,159.154,27.9998,101.825,92.232,76.1751,141.743,134.506,139.542,88.6757,69.6233,163.229,159.992,47.9334,81.9864,3513.98,137.096,65.7949,273.338,693.754,51.5443,4186.01,93.0567,135.916,96.557,108.332,116.012,75.7038,202.73,299.021,123.377,518.123,86.5946,82.4706,139.48,71.1547,33.4218,24.7313,67.67,452.445,190.209,91.8034,43.4224,35.2287,83.5648,293.404,41.0016,25.8865,232.75
2018-01-24,92.7436,45.4911,159.543,28.053,101.56,92.4364,76.2991,141.424,134.76,141.275,88.662,69.9495,163.014,160.3,47.8555,82.188,3498.81,137.114,66.1323,272.756,691.913,51.5443,4192.82,93.0039,135.916,96.0708,108.173,115.942,75.731,202.098,298.327,123.098,518.067,86.3492,82.2937,139.289,71.0112,33.3236,24.681,67.7246,451.55,189.68,91.689,43.3273,35.1609,83.3143,292.861,40.8546,25.6908,232.096
2018-01-23,92.7436,45.5407,159.5,28.1593,101.626,92.4364,76.5264,141.966,135.267,142.641,89.0576,70.1825,161.864,160.917,47.8555,82.2551,3510.94,137.587,66.3572,273.483,691.299,51.6489,4186.01,93.0567,136.027,95.8374,108.513,116.012,75.6223,201.719,298.558,123.218,518.012,86.3901,82.3016,139.272,71.0753,33.3854,24.7062,67.6155,451.8,189.84,91.7462,43.418,35.1589,83.3897,292.861,40.9938,25.7655,232.389
2018-01-22,92.4321,45.3921,159.197,28.146,101.163,92.0685,76.2785,141.647,134.607,141.669,88.7302,69.8563,161.72,160.146,47.3878,82.1208,3492.74,136.932,66.2448,272.321,687.822,51.5094,4186.01,92.8456,135.971,96.2847,108.218,115.755,75.5679,201.213,298.096,123.073,516.718,86.1856,82.1252,139.08,70.932,33.3192,24.6559,67.561,451.191,189.489,91.6318,43.3231,35.0911,83.2206,292.427,40.8468,25.6856,232.051
2018-01-21,92.1205,45.0949,158.202,28.053,100.038,91.8232,75.7619,141.488,134.049,140.986,88.13,69.5534,161.11,159.477,46.7643,81.4826,3468.46,136.622,65.7949,270.286,682.3,51.1258,4138.36,92.1069,134.924,95.8569,107.583,114.82,75.0514,200.076,298.327,123.132,516.043,86.1856,82.1252,139.063,70.9268,33.349,24.681,67.5064,451.08,189.84,91.6318,43.3674,35.0891,83.284,292.644,40.8428,25.6831,232.028
2018-01-20,92.1205,45.0949,158.202,28.053,100.038,91.8232,75.7619,141.488,134.049,140.986,88.13,69.5534,161.11,159.477,46.7643,81.4826,3468.46,136.622,65.7949,270.286,682.3,51.1258,4138.36,92.1069,134.924,95.8569,107.583,114.82,75.0514,200.076,298.327,123.132,516.043,86.1856,82.1252,139.063,70.9268,33.349,24.681,67.5064,451.08,189.84,91.6318,43.3674,35.0891,83.284,292.644,40.8428,25.6831,232.028
2018-01-19,92.1205,45.0949,158.202,28.053,100.038,91.8232,75.7619,141.488,134.049,140.986,88.13,69.5534,161.11,159.477,46.7643,81.4826,3468.46,136.622,65.7949,270.286,682.3,51.1258,4138.36,92.1069,134.924,95.8569,107.583,114.82,75.0514,200.076,298.327,123.132,516.043,86.1856,82.1252,139.063,70.9268,33.349,24.681,67.5064,451.08,189.84,91.6318,43.3674,35.0891,83.284,292.644,40.8428,25.6831,232.028
2018-01-18,91.3935,44.6987,157.033,27.8536,99.1781,91.1691,75.0182,140.021,133.187,139.7,87.1477,69.0174,159.206,158.449,46.2967,81.0124,3422.94,135.421,65.345,267.67,679.437,50.7771,4124.75,91.7024,134.538,95.2151,107.197,114.318,74.834,198.685,298.558,123.24,515.88,86.3492,82.3016,139.19,71.0494,33.406,24.7062,67.6155,451.901,190.016,91.7462,43.4539,35.1819,83.5224,292.753,40.9738,25.7909,232.275
2018-01-17,91.757,44.7978,157.855,27.9068,98.9796,91.4961,74.9149,140.404,132.832,139.595,87.5161,69.064,160.032,158.038,46.1408,81.4155,3413.84,135.056,65.2325,267.961,679.232,50.8468,4138.36,91.8431,134.814,95.079,107.288,114.493,74.8883,198.433,299.021,123.431,516.441,86.5537,82.5663,139.525,71.1822,33.4355,24.7564,67.67,453.006,190.367,91.8606,43.4983,35.2457,83.6793,293.187,40.9699,25.9809,232.883
2018-01-16,91.2377,44.4511,156.557,27.6942,98.2518,91.1282,74.1917,139.256,131.411,137.441,86.793,68.9242,159.206,156.34,45.6731,80.7773,3386.53,133.582,64.5577,265.055,673.301,50.3935,4097.53,90.9813,133.602,94.126,106.244,113.43,74.2903,196.79,299.252,123.479,515.147,86.6764,82.6545,139.684,71.3151,33.497,24.7815,67.6155,453.541,190.719,91.975,43.5427,35.3096,83.8362,293.404,41.109,26.0168,233.491
2018-01-15,91.9128,44.8225,157.855,27.8935,99.3766,91.5779,74.7702,139.989,132.476,139.595,87.6525,69.4136,160.607,157.626,46.0629,81.3819,3432.05,134.073,64.7827,266.363,676.369,50.6376,4111.14,91.3155,133.767,94.4955,106.653,113.828,74.5621,197.801,298.789,123.406,516.328,86.6764,82.5663,139.844,71.3101,33.4947,24.7815,67.5064,453.106,190.543,91.975,43.5406,35.3077,83.7309,293.078,40.962,25.9371,233.153
2018-01-14,91.9128,44.8225,157.855,27.8935,99.3766,91.5779,74.7702,139.989,132.476,139.595,87.6525,69.4136,160.607,157.626,46.0629,81.3819,3432.05,134.073,64.7827,266.363,676.369,50.6376,4111.14,91.3155,133.767,94.4955,106.653,113.828,74.5621,197.801,298.789,123.406,516.328,86.6764,82.5663,139.844,71.3101,33.4947,24.7815,67.5064,453.106,190.543,91.975,43.5406,35.3077,83.7309,293.078,40.962,25.9371,233.153
2018-01-13,91.9128,44.8225,157.855,27.8935,99.3766,91.5779,74.7702,139.989,132.476,139.595,87.6525,69.4136,160.607,157.626,46.0629,81.3819,3432.05,134.073,64.7827,266.363,676.369,50.6376,4111.14,91.3155,133.767,94.4955,106.653,113.828,74.5621,197.801,298.789,123.406,516.328,86.6764,82.5663,139.844,71.3101,33.4947,24.7815,67.5064,453.106,190.543,91.975,43.5406,35.3077,83.7309,293.078,40.962,25.9371,233.153
2018-01-12,91.9128,44.8225,157.855,27.8935,99.3766,91.5779,74.7702,139.989,132.476,139.595,87.6525,69.4136,160.607,157.626,46.0629,81.3819,3432.05,134.073,64.7827,266.363,676.369,50.6376,4111.14,91.3155,133.767,94.4955,106.653,113.828,74.5621,197.801,298.789,123.406,516.328,86.6764,82.5663,139.844,71.3101,33.4947,24.7815,67.5064,453.106,190.543,91.975,43.5406,35.3077,83.7309,293.078,40.962,25.9371,233.153
2018-01-11,91.7051,44.5749,157.206,27.8005,98.6488,91.1691,74.3157,139.67,131.665,139.385,87.3933,69.1106,159.493,156.649,45.5952,80.8445,3410.81,133.199,64.4453,263.892,670.233,50.3237,4090.72,90.6999,132.83,93.7371,105.859,113.057,74.0185,195.905,298.789,123.31,515.494,86.6764,82.5663,139.78,71.2894,33.4854,24.7815,67.2883,453.068,190.543,91.9178,43.5322,35.3,83.7249,292.861,40.9461,25.8881,233.062
2018-01-10,90.7184,44.1044,155.605,27.5214,97.1932,90.1879,73.5306,137.789,130.599,136.155,86.1245,68.3883,157.374,155.415,45.2055,80.0384,3365.29,132.344,63.7704,261.567,664.711,49.975,4056.69,90.0492,132.113,93.3092,104.997,112.262,73.3661,194.135,298.327,123.101,514.19,86.5537,82.3898,139.588,71.2155,33.4512,24.7313,67.1793,452.745,190.192,91.8606,43.4837,35.2324,83.556,292.318,40.9421,25.7699,232.724
2018-01-09,91.03,44.1539,155.951,27.5879,97.6564,90.6376,73.8612,138.395,131.005,135.761,86.261,68.598,157.913,155.878,45.2055,80.1727,3380.46,132.853,64.2203,262.294,666.756,50.0447,4056.69,90.1547,132.499,93.5426,105.337,112.391,73.3661,194.262,298.558,123.16,514.755,86.6355,82.3898,139.572,71.2103,33.4489,24.7313,67.2883,452.708,190.192,91.8606,43.4815,35.2305,83.4685,292.535,40.9382,25.7288,232.701
2018-01-08,91.1858,44.0796,156.037,27.6277,96.8624,90.842,73.7579,138.522,130.802,136.916,86.3155,68.365,157.913,155.62,44.8937,80.072,3380.46,132.489,64.2203,261.567,665.12,49.975,4049.88,90.014,132.444,93.2315,105.019,112.204,73.3117,193.503,299.252,123.418,514.7,86.84,82.6545,139.914,71.4124,33.5426,24.8066,67.4519,454.099,190.367,92.0894,43.6187,35.3272,83.7069,293.078,41.0773,25.9187,233.309
2018-01-07,90.9261,43.9558,155.778,27.5613,96.267,90.1879,73.4066,138.49,130.345,135.708,86.07,68.3184,157.41,155.055,44.6599,79.8033,3374.39,131.797,63.9954,260.986,663.279,49.8355,4049.88,89.8557,132.224,93.1148,104.747,112.017,73.2574,193.251,299.252,123.41,514.647,86.84,82.6545,139.897,71.4072,33.5403,24.8066,67.3974,453.987,190.543,92.0894,43.6166,35.3582,83.689,293.078,41.0728,25.9547,233.286
2018-01-06,90.9261,43.9558,155.778,27.5613,96.267,90.1879,73.4066,138.49,130.345,135.708,86.07,68.3184,157.41,155.055,44.6599,79.8033,3374.39,131.797,63.9954,260.986,663.279,49.8355,4049.88,89.8557,132.224,93.1148,104.747,112.017,73.2574,193.251,299.252,123.41,514.647,86.84,82.6545,139.897,71.4072,33.5403,24.8066,67.3974,453.987,190.543,92.0894,43.6166,35.3582,83.689,293.078,41.0728,25.9547,233.286
2018-01-05,90.9261,43.9558,155.778,27.5613,96.267,90.1879,73.4066,138.49,130.345,135.708,86.07,68.3184,157.41,155.055,44.6599,79.8033,3374.39,131.797,63.9954,260.986,663.279,49.8355,4049.88,89.8557,132.224,93.1148,104.747,112.017,73.2574,193.251,299.252,123.41,514.647,86.84,82.6545,139.897,71.4072,33.5403,24.8066,67.3974,453.987,190.543,92.0894,43.6166,35.3582,83.689,293.078,41.0728,25.9547,233.286
2018-01-04,90.8742,43.7081,155.388,27.4683,95.7377,89.9835,73.0348,137.884,129.686,135.393,85.7426,68.0621,156.584,154.335,44.504,79.4338,3356.18,131.015,63.433,258.37,659.189,49.4518,4036.27,89.2402,131.562,92.2202,103.749,111.234,72.8496,192.492,299.483,123.52,513.864,86.84,82.6545,139.849,71.4599,33.5653,24.8066,67.3429,454.236,190.543,92.1466,43.6566,35.3854,83.683,293.078,41.0611,25.9853,233.218
2018-01-03,90.5627,43.5596,155.431,27.3619,95.6053,89.8608,72.7042,137.247,129.077,134.92,85.5925,67.8058,155.47,153.615,44.3482,79.1651,3341.01,130.723,63.0956,256.481,657.348,49.2426,4015.85,88.8532,130.791,91.6173,103.522,110.767,72.5234,191.734,299.252,123.512,513.191,86.84,82.6545,139.827,71.4548,33.5629,24.8066,67.2338,454.198,190.367,92.1466,43.6545,35.3835,83.677,292.97,41.0571,25.9827,233.195
2018-01-02,90.1472,43.2624,154.912,27.3354,95.0099,89.6973,72.0431,137.023,127.91,133.686,85.306,67.3864,155.183,152.123,44.0364,78.7285,3313.7,129.558,62.9831,253.866,652.235,48.8241,3995.43,88.2904,130.129,91.1506,102.728,110.066,72.306,190.344,298.789,123.372,511.899,86.7991,82.478,139.636,71.3803,33.4967,24.7815,67.0702,453.588,190.016,92.0894,43.6523,35.3487,83.5881,292.427,40.9099,25.8645,232.857
2018-01-01,89.8357,42.8909,153.787,27.2025,94.4144,89.1249,71.2993,136.768,126.845,130.141,84.6239,66.8738,153.351,150.838,43.6467,78.2918,3295.49,128.63,61.9709,251.686,644.054,48.1266,3968.2,87.5693,129.633,90.7227,102.002,109.155,71.7895,188.701,299.021,123.63,511.226,86.9628,82.6545,139.603,71.513,33.588,24.8317,66.9066,454.368,190.192,92.261,43.7874,35.4125,83.902,292.861,41.049,26.1315,233.465
2017-12-31,89.8357,42.8909,153.787,27.2025,94.4144,89.1249,71.2993,136.768,126.845,130.141,84.6239,66.8738,153.351,150.838,43.6467,78.2918,3295.49,128.63,61.9709,251.686,644.054,48.1266,3968.2,87.5693,129.633,90.7227,102.002,109.155,71.7895,188.701,299.021,123.63,511.226,86.9628,82.6545,139.603,71.513,33.588,24.8317,66.9066,454.368,190.192,92.261,43.7874,35.4125,83.902,292.861,41.049,26.1315,233.465
2017-12-30,89.8357,42.8909,153.787,27.2025,94.4144,89.1249,71.2993,136.768,126.845,130.141,84.6239,66.8738,153.351,150.838,43.6467,78.2918,3295.49,128.63,61.9709,251.686,644.054,48.1266,3968.2,87.5693,129.633,90.7227,102.002,109.155,71.7895,188.701,299.021,123.63,511.226,86.9628,82.6545,139.603,71.513,33.588,24.8317,66.9066,454.368,190.192,92.261,43.7874,35.4125,83.902,292.861,41.049,26.1315,233.465
2017-12-29,89.8357,42.8909,153.787,27.2025,94.4144,89.1249,71.2993,136.768,126.845,130.141,84.6239,66.8738,153.351,150.838,43.6467,78.2918,3295.49,128.63,61.9709,251.686,644.054,48.1266,3968.2,87.5693,129.633,90.7227,102.002,109.155,71.7895,188.701,299.021,123.63,511.226,86.9628,82.6545,139.603,71.513,33.588,24.8317,66.9066,454.368,190.192,92.261,43.7874,35.4125,83.902,292.861,41.049,26.1315,233.465
2017-12-28,90.1992,43.1138,154.522,27.3221,95.0099,89.452,71.7331,137.438,127.504,130.982,85.1696,67.2,154.213,151.609,43.8805,78.6613,3313.7,129.176,62.3083,252.848,647.531,48.4056,3988.62,88.009,130.074,91.0533,102.592,109.716,72.0885,189.459,298.789,123.536,511.685,86.9219,82.5663,139.278,71.4907,33.5471,24.8066,66.9066,453.167,190.016,92.2038,43.6624,35.3721,83.8037,292.535,41.0374,26.0823,233.397
