as_of,B12997,B01157,B09833,B06061,B11293,B05947,B13835,B14040,B04313,B11222,B08385,B11999,B02396,B04312,B07347,B13177,B04841,B13086,B00241,B07223,B03193,B15709,B04687,B05548,B05011,B13104,B06753,B08336,B10749,B10612,B14867,B10363,B14965,B09417,B07245,B04762,B12844,B09550,B15851,B14908,B13135,B06850,B00774,B00450,B03777,B05350,B02390,B15191,B06096,B11505
2004-05-24,26.6497,12.1733,45.6862,11.3042,21.3131,25.41,20.1764,39.1416,45.7837,34.7168,22.0585,19.7208,39.6336,52.8079,12.8972,16.1078,927.506,26.6079,31.5743,81.1356,200.154,14.6549,1406.95,27.5894,44.9222,30.0909,32.5957,33.8337,20.785,58.2151,140.131,73.8457,203.768,49.5277,38.3885,50.3014,36.6034,19.5876,13.3558,27.3616,219.478,129.374,52.8755,26.4292,19.3391,40.9143,136.713,18.4159,8.34914,112.034
2004-05-23,26.4084,12.0422,45.2844,11.2441,21.0739,25.2861,20.0536,38.7738,45.2045,34.3963,21.8642,19.5404,39.4753,52.1057,12.7934,15.9973,917.257,26.4742,31.4631,80.4311,199.446,14.4844,1402.76,27.5374,44.7445,30.1554,32.5076,33.7815,20.7607,58.0539,140.007,73.6882,203.505,49.4292,38.3196,50.3014,36.5605,19.5856,13.3305,27.3401,219.297,129.272,52.8085,26.3979,19.318,40.8666,136.598,18.4159,8.31641,111.847
2004-05-22,26.4084,12.0422,45.2844,11.2441,21.0739,25.2861,20.0536,38.7738,45.2045,34.3963,21.8642,19.5404,39.4753,52.1057,12.7934,15.9973,917.257,26.4742,31.4631,80.4311,199.446,14.4844,1402.76,27.5374,44.7445,30.1554,32.5076,33.7815,20.7607,58.0539,140.007,73.6882,203.505,49.4292,38.3196,50.3014,36.5605,19.5856,13.3305,27.3401,219.297,129.272,52.8085,26.3979,19.318,40.8666,136.598,18.4159,8.31641,111.847
2004-05-21,26.4084,12.0422,45.2844,11.2441,21.0739,25.2861,20.0536,38.7738,45.2045,34.3963,21.8642,19.5404,39.4753,52.1057,12.7934,15.9973,917.257,26.4742,31.4631,80.4311,199.446,14.4844,1402.76,27.5374,44.7445,30.1554,32.5076,33.7815,20.7607,58.0539,140.007,73.6882,203.505,49.4292,38.3196,50.3014,36.5605,19.5856,13.3305,27.3401,219.297,129.272,52.8085,26.3979,19.318,40.8666,136.598,18.4159,8.31641,111.847
2004-05-20,26.3068,11.9816,45.0989,11.1959,20.903,25.1285,19.9769,38.6031,44.8519,34.0972,21.7346,19.3707,39.2994,51.7194,12.6896,15.8869,908.716,26.292,31.2408,79.7265,198.738,14.4142,1398.58,27.4335,44.6557,30.0781,32.4196,33.6424,20.6633,57.6507,140.131,73.8457,203.243,49.5769,38.3196,50.3014,36.6233,19.6191,13.3431,27.2971,219.704,129.384,52.8755,26.4443,19.3312,40.8901,136.713,18.41,8.34187,111.969
2004-05-19,26.2306,11.9716,45.1144,11.1959,21.0055,25.1285,20.0229,38.6688,45.1037,34.1827,21.7184,19.3707,39.3697,52.0003,12.6896,15.9114,920.673,26.2798,31.3519,80.1962,198.856,14.4543,1398.58,27.4205,44.7445,30.1812,32.3902,33.625,20.6998,57.5701,140.007,73.5307,203.243,49.3307,38.2766,50.3014,36.5036,19.5381,13.3052,27.2756,219.229,128.974,52.7081,26.357,19.2911,40.8006,136.483,18.41,8.29542,111.612
2004-05-18,26.3068,12.0018,45.2071,11.208,21.0739,25.1736,19.9769,38.6819,45.0534,34.2468,21.7508,19.3707,39.1938,51.9301,12.6117,15.9114,918.965,26.2191,31.2408,79.9614,199.21,14.4844,1402.76,27.4855,44.7445,30.2843,32.5223,33.7119,20.712,57.7314,140.007,73.8457,202.457,49.5277,38.2336,50.3014,36.5757,19.5953,13.3305,27.2111,219.634,129.282,52.842,26.4101,19.3275,40.8363,136.656,18.41,8.33999,111.766
2004-05-17,26.167,11.901,44.9598,11.1719,20.8517,25.0385,19.7467,38.3404,44.449,33.7554,21.516,19.1691,38.8596,51.263,12.482,15.7886,908.716,25.9153,30.9072,79.022,197.677,14.4543,1398.58,27.2906,44.5965,30.1425,32.2727,33.4771,20.6269,57.4088,140.131,73.8457,201.932,49.5769,38.2336,50.3014,36.5711,19.6131,13.3431,27.1896,219.746,129.487,52.909,26.4359,19.3447,40.8302,136.771,18.4822,8.33864,111.75
2004-05-16,26.3703,12.0522,45.4389,11.2681,21.1251,25.3537,20.1303,38.8132,44.9778,34.2254,21.7832,19.4768,39.4577,51.895,12.6896,16.0096,918.965,26.2677,31.2408,80.3136,199.682,14.5747,1411.14,27.5894,44.8334,30.4131,32.5664,33.8337,20.8579,58.0136,139.759,73.6882,202.194,49.3307,38.1476,50.3014,36.4513,19.5321,13.3052,27.1465,218.98,128.974,52.7081,26.3482,19.2855,40.7407,136.368,18.41,8.2779,111.563
2004-05-15,26.3703,12.0522,45.4389,11.2681,21.1251,25.3537,20.1303,38.8132,44.9778,34.2254,21.7832,19.4768,39.4577,51.895,12.6896,16.0096,918.965,26.2677,31.2408,80.3136,199.682,14.5747,1411.14,27.5894,44.8334,30.4131,32.5664,33.8337,20.8579,58.0136,139.759,73.6882,202.194,49.3307,38.1476,50.3014,36.4513,19.5321,13.3052,27.1465,218.98,128.974,52.7081,26.3482,19.2855,40.7407,136.368,18.41,8.2779,111.563
2004-05-14,26.3703,12.0522,45.4389,11.2681,21.1251,25.3537,20.1303,38.8132,44.9778,34.2254,21.7832,19.4768,39.4577,51.895,12.6896,16.0096,918.965,26.2677,31.2408,80.3136,199.682,14.5747,1411.14,27.5894,44.8334,30.4131,32.5664,33.8337,20.8579,58.0136,139.759,73.6882,202.194,49.3307,38.1476,50.3014,36.4513,19.5321,13.3052,27.1465,218.98,128.974,52.7081,26.3482,19.2855,40.7407,136.368,18.41,8.2779,111.563
2004-05-13,26.3703,12.0724,45.3153,11.2561,21.1935,25.3312,20.2377,38.9183,45.28,34.4818,21.8723,19.5511,39.6336,52.211,12.7674,16.0219,939.462,26.3892,31.6855,81.0181,199.918,14.5446,1411.14,27.6024,44.8334,30.426,32.6838,33.8597,20.8215,57.9329,139.262,73.3733,202.194,49.2323,38.1046,50.3014,36.3605,19.4669,13.2545,26.996,218.361,128.565,52.5741,26.2822,19.2227,40.6807,135.85,18.3378,8.21451,111.173
2004-05-12,26.3449,12.0522,45.1917,11.2561,21.1593,25.3199,20.2071,38.787,45.4059,34.6527,21.8804,19.5829,39.5281,52.3514,12.7415,16.0096,929.214,26.3284,31.6855,81.1356,199.918,14.5546,1411.14,27.6154,44.8926,30.4776,32.7132,33.8771,20.8215,58.0942,139.759,73.5307,202.981,49.3307,38.1906,50.3014,36.471,19.5044,13.2925,27.168,218.915,128.872,52.6746,26.3351,19.259,40.7999,136.31,18.41,8.25771,111.498
2004-05-11,26.3068,12.0825,45.1453,11.208,21.2448,25.3424,20.2684,38.8001,45.6074,34.7809,21.9128,19.5829,39.5808,52.5972,12.7415,16.071,936.046,26.4256,31.7967,81.253,200.508,14.5747,1411.14,27.5634,44.9222,30.4518,32.7132,33.8076,20.7485,57.8523,140.007,73.5307,203.243,49.2815,38.3196,50.3014,36.5048,19.5221,13.3052,27.2111,219.176,129.077,52.7416,26.36,19.2762,40.8773,136.425,18.41,8.28607,111.652
2004-05-10,26.0654,11.9211,44.6816,11.1599,20.903,25.1173,19.9309,38.3273,44.5497,34.0759,21.5727,19.254,38.9475,51.4385,12.6117,15.8746,912.133,26.0854,31.2408,79.7265,198.502,14.4543,1398.58,27.3426,44.7445,30.31,32.4342,33.5467,20.6269,57.5298,139.883,73.3733,202.981,49.2815,38.3196,50.3014,36.5001,19.5003,13.2925,27.168,218.997,128.872,52.6746,26.3568,19.2551,40.913,136.368,18.3378,8.26998,111.636
2004-05-09,26.4973,12.1733,45.3926,11.3042,21.4328,25.4663,20.4372,38.9577,45.6578,34.8664,22.0343,19.6784,39.6512,52.6674,12.8193,16.1447,930.922,26.5714,31.3519,81.1356,200.861,14.665,1423.7,27.6413,45.1591,30.5807,32.6398,33.9032,20.9188,58.2958,140.255,73.3733,204.817,49.2815,38.4057,50.3014,36.5338,19.5181,13.3052,27.3832,219.405,129.077,52.775,26.3536,19.2532,40.9904,136.828,18.3378,8.31297,111.961
2004-05-08,26.4973,12.1733,45.3926,11.3042,21.4328,25.4663,20.4372,38.9577,45.6578,34.8664,22.0343,19.6784,39.6512,52.6674,12.8193,16.1447,930.922,26.5714,31.3519,81.1356,200.861,14.665,1423.7,27.6413,45.1591,30.5807,32.6398,33.9032,20.9188,58.2958,140.255,73.3733,204.817,49.2815,38.4057,50.3014,36.5338,19.5181,13.3052,27.3832,219.405,129.077,52.775,26.3536,19.2532,40.9904,136.828,18.3378,8.31297,111.961
2004-05-07,26.4973,12.1733,45.3926,11.3042,21.4328,25.4663,20.4372,38.9577,45.6578,34.8664,22.0343,19.6784,39.6512,52.6674,12.8193,16.1447,930.922,26.5714,31.3519,81.1356,200.861,14.665,1423.7,27.6413,45.1591,30.5807,32.6398,33.9032,20.9188,58.2958,140.255,73.3733,204.817,49.2815,38.4057,50.3014,36.5338,19.5181,13.3052,27.3832,219.405,129.077,52.775,26.3536,19.2532,40.9904,136.828,18.3378,8.31297,111.961
2004-05-06,26.8784,12.4254,46.459,11.4725,21.8088,25.9391,20.8668,39.7195,46.4384,35.8918,22.5039,20.1663,40.4076,53.5452,13.0529,16.4516,944.587,26.9845,31.4631,82.3097,202.984,14.996,1444.64,28.031,45.6625,30.8513,32.9041,34.3728,21.235,59.1424,141.622,74.0031,206.296,49.6261,38.7067,50.3014,36.8265,19.67,13.4064,27.6843,221.133,130.204,53.1099,26.5422,19.4199,41.3062,137.978,18.4763,8.42768,112.595
2004-05-05,27.1451,12.5969,46.8454,11.5567,22.0481,26.1418,21.1123,40.2187,47.3451,36.5328,22.7873,20.4209,40.865,54.5284,13.2345,16.5621,958.252,27.2275,31.6855,83.4839,204.282,15.1063,1457.2,28.2129,45.9586,30.9286,33.0509,34.6076,21.3931,59.5455,142.243,74.1606,207.078,49.6754,38.8357,50.3014,36.8985,19.7075,13.4444,27.8349,221.835,130.511,53.2104,26.5671,19.4563,41.4253,138.438,18.5485,8.50063,113.091
2004-05-04,27.0689,12.5364,46.7063,11.4244,21.8772,25.9504,20.9742,40.061,46.7155,36.5755,22.6983,20.3891,40.7243,53.8261,13.1567,16.5621,953.127,27.0453,31.4631,83.1317,203.574,15.1465,1453.01,28.1609,45.8994,30.8255,32.9628,34.538,21.3566,59.5455,142.367,74.4755,207.339,49.8723,38.8787,51.7312,36.9706,19.7449,13.4697,27.8564,222.244,130.716,53.3108,26.5921,19.5119,41.5028,138.726,18.6207,8.51416,113.416
2004-05-03,26.9927,12.496,46.5672,11.3763,21.6892,25.9054,20.7901,39.8115,46.4888,36.2978,22.6092,20.2618,40.478,53.5803,13.1307,16.5376,946.295,27.0453,31.3519,82.3097,203.338,15.1364,1453.01,28.109,45.781,30.8642,32.9481,34.4771,21.3079,59.6262,142.616,74.4755,207.6,49.9215,38.9647,51.7312,37.0426,19.7627,13.4824,27.8134,222.654,130.921,53.4113,26.6452,19.5292,41.5802,138.841,18.6207,8.55741,113.742
2004-05-02,26.7768,12.3851,46.1808,11.2441,21.5012,25.6239,20.5446,39.47,45.8844,35.8705,22.4229,20.0602,40.2317,52.9132,13.0529,16.4271,934.338,26.8752,31.0184,81.6052,202.041,14.9759,1440.45,27.8492,45.6625,30.542,32.6838,34.1641,21.1377,59.1021,142.74,74.6329,207.86,49.9708,39.0078,51.7312,37.0378,19.7607,13.4824,27.8564,222.623,130.921,53.4113,26.6355,19.5273,41.5741,138.899,18.6207,8.57095,113.693
2004-05-01,26.7768,12.3851,46.1808,11.2441,21.5012,25.6239,20.5446,39.47,45.8844,35.8705,22.4229,20.0602,40.2317,52.9132,13.0529,16.4271,934.338,26.8752,31.0184,81.6052,202.041,14.9759,1440.45,27.8492,45.6625,30.542,32.6838,34.1641,21.1377,59.1021,142.74,74.6329,207.86,49.9708,39.0078,51.7312,37.0378,19.7607,13.4824,27.8564,222.623,130.921,53.4113,26.6355,19.5273,41.5741,138.899,18.6207,8.57095,113.693
2004-04-30,26.7768,12.3851,46.1808,11.2441,21.5012,25.6239,20.5446,39.47,45.8844,35.8705,22.4229,20.0602,40.2317,52.9132,13.0529,16.4271,934.338,26.8752,31.0184,81.6052,202.041,14.9759,1440.45,27.8492,45.6625,30.542,32.6838,34.1641,21.1377,59.1021,142.74,74.6329,207.86,49.9708,39.0078,51.7312,37.0378,19.7607,13.4824,27.8564,222.623,130.921,53.4113,26.6355,19.5273,41.5741,138.899,18.6207,8.57095,113.693
2004-04-29,26.8784,12.5061,46.2735,11.2681,21.7062,25.7027,20.7287,39.7983,46.7155,36.2123,22.6497,20.2936,40.5484,53.8612,13.1567,16.5621,958.252,27.0574,31.5743,83.0142,202.866,15.0161,1448.82,28.018,45.8102,30.5678,32.9334,34.3641,21.1863,59.344,142.017,74.4755,207.86,49.8723,38.9647,52.6309,36.9851,19.7389,13.4697,27.7703,222.445,130.716,53.3778,26.6042,19.5024,41.4865,138.669,18.5749,8.53728,113.506
2004-04-28,27.1833,12.7078,46.9072,11.3763,22.0139,25.9166,21.0663,40.3631,47.6725,36.8319,22.9817,20.6543,41.1817,54.9146,13.3124,16.7094,990.706,27.3976,32.2414,84.6581,204.282,15.1866,1457.2,28.2259,46.1645,30.5549,33.2271,34.6162,21.3201,59.5858,142.636,74.7904,208.904,50.1185,39.0508,52.6309,37.095,19.7958,13.5077,27.8779,222.688,131.126,53.5452,26.6577,19.5768,41.6046,139.186,18.6468,8.59537,113.829
2004-04-27,27.5135,12.9398,47.4945,11.4966,22.4754,26.2656,21.5112,41.0724,48.5791,37.5796,23.3866,21.1529,41.6039,55.9328,13.52,16.9673,1021.45,27.8836,32.9084,86.7716,206.523,15.4073,1473.95,28.6155,46.6547,30.9157,33.6529,35.1032,21.612,60.1906,143.131,74.9943,209.425,50.3646,39.1368,52.6309,37.2048,19.8527,13.5457,28.093,223.419,131.536,53.6978,26.7114,19.6322,41.7226,139.761,18.6468,8.65349,114.323
2004-04-26,27.45,12.9196,47.2781,11.4365,22.6463,26.2544,21.7414,41.1381,48.8813,37.6223,23.3866,21.1423,41.7798,56.2488,13.494,16.9304,1021.45,27.8836,33.0196,87.2413,206.169,15.327,1473.95,28.5506,46.5661,30.8255,33.6088,35.0162,21.5512,59.9487,143.008,74.8374,209.164,50.2169,39.1368,52.6309,37.1618,19.8112,13.533,28.05,223.127,131.331,53.6643,26.6809,19.5921,41.6745,139.589,18.6468,8.63732,114.136
2004-04-25,27.5516,12.97,47.4327,11.4725,22.783,26.3332,21.9408,41.4271,49.3597,37.9001,23.4109,21.2272,42.0788,56.8106,13.5978,17.0164,1028.28,28.1388,33.3531,87.8284,207.466,15.3671,1478.13,28.6805,46.5661,30.9673,33.7997,35.1727,21.6485,59.8681,142.884,74.8374,209.425,50.1185,39.1111,52.6309,37.1188,19.8091,13.5077,27.9855,223.127,131.228,53.5975,26.6778,19.5901,41.6264,139.418,18.6468,8.62114,114.119
2004-04-24,27.5516,12.97,47.4327,11.4725,22.783,26.3332,21.9408,41.4271,49.3597,37.9001,23.4109,21.2272,42.0788,56.8106,13.5978,17.0164,1028.28,28.1388,33.3531,87.8284,207.466,15.3671,1478.13,28.6805,46.5661,30.9673,33.7997,35.1727,21.6485,59.8681,142.884,74.8374,209.425,50.1185,39.1111,52.6309,37.1188,19.8091,13.5077,27.9855,223.127,131.228,53.5975,26.6778,19.5901,41.6264,139.418,18.6468,8.62114,114.119
2004-04-23,27.5516,12.97,47.4327,11.4725,22.783,26.3332,21.9408,41.4271,49.3597,37.9001,23.4109,21.2272,42.0788,56.8106,13.5978,17.0164,1028.28,28.1388,33.3531,87.8284,207.466,15.3671,1478.13,28.6805,46.5661,30.9673,33.7997,35.1727,21.6485,59.8681,142.884,74.8374,209.425,50.1185,39.1111,52.6309,37.1188,19.8091,13.5077,27.9855,223.127,131.228,53.5975,26.6778,19.5901,41.6264,139.418,18.6468,8.62114,114.119
2004-04-22,27.7167,13.0305,47.68,11.5086,22.8172,26.5133,21.9255,41.6635,49.4857,37.8787,23.5,21.2696,42.1668,56.9511,13.6238,17.0532,1029.99,28.1145,33.0196,87.7109,207.466,15.4674,1482.32,28.6545,46.6842,31.0961,33.7557,35.1554,21.7093,60.2712,143.255,75.1512,209.164,50.3646,39.1111,52.6309,37.2573,19.8815,13.5583,28.0792,223.681,131.647,53.7646,26.7525,19.6416,41.7313,139.876,18.7187,8.66174,114.239
2004-04-21,27.3484,12.7885,46.969,11.3162,22.4754,26.0968,21.6493,41.0461,48.5035,37.366,23.1194,20.9195,41.7094,55.8626,13.494,16.7831,1011.2,27.75,32.5749,86.3019,204.754,15.2066,1461.39,28.2648,46.2708,30.8126,33.3446,34.6684,21.3809,59.3843,143.008,74.8374,208.382,50.2169,39.0255,52.6309,37.1761,19.8203,13.5204,28.015,223.212,131.34,53.5975,26.6932,19.6015,41.6832,139.647,18.6468,8.61607,114.052
2004-04-20,27.2595,12.7078,46.7836,11.22,22.1848,25.9729,21.4652,40.7046,48.0502,37.366,22.9412,20.7286,41.3928,55.3359,13.4162,16.6603,1002.66,27.5191,32.2414,85.5974,203.338,15.1465,1457.2,28.109,46.2118,30.6966,33.183,34.4771,21.3201,59.3036,143.255,74.9943,208.643,50.2662,39.0683,52.6309,37.2096,19.8575,13.533,28.1434,223.619,131.545,53.5975,26.6902,19.6187,41.7181,139.876,18.7187,8.62954,114.206
2004-04-19,27.577,12.8893,47.5718,11.4004,22.5779,26.2318,21.7107,41.1381,48.7805,37.9855,23.2894,21.0468,41.9029,56.1786,13.5719,16.8199,1029.99,27.835,33.0196,87.1238,205.933,15.327,1482.32,28.5506,46.6842,31.1992,33.7263,35.0249,21.5755,60.0696,143.627,75.1512,208.904,50.4139,39.1111,52.6309,37.2813,19.8751,13.5583,28.2718,223.881,131.749,53.6978,26.7432,19.6549,41.8362,140.162,18.7187,8.65779,114.359
2004-04-18,27.5643,12.849,47.4636,11.4244,22.4412,26.1756,21.5726,41.1381,48.3272,37.4941,23.1598,20.9407,41.7798,55.687,13.494,16.7954,1018.04,27.6649,32.7973,86.6542,205.343,15.3671,1478.13,28.5246,46.5661,31.2379,33.5795,34.9902,21.612,60.11,143.75,75.1512,208.904,50.4139,39.1539,52.6309,37.3149,19.8927,13.5583,28.2718,224.143,131.851,53.7312,26.7405,19.672,41.7881,140.391,18.7187,8.67126,114.342
2004-04-17,27.5643,12.849,47.4636,11.4244,22.4412,26.1756,21.5726,41.1381,48.3272,37.4941,23.1598,20.9407,41.7798,55.687,13.494,16.7954,1018.04,27.6649,32.7973,86.6542,205.343,15.3671,1478.13,28.5246,46.5661,31.2379,33.5795,34.9902,21.612,60.11,143.75,75.1512,208.904,50.4139,39.1539,52.6309,37.3149,19.8927,13.5583,28.2718,224.143,131.851,53.7312,26.7405,19.672,41.7881,140.391,18.7187,8.67126,114.342
2004-04-16,27.5643,12.849,47.4636,11.4244,22.4412,26.1756,21.5726,41.1381,48.3272,37.4941,23.1598,20.9407,41.7798,55.687,13.494,16.7954,1018.04,27.6649,32.7973,86.6542,205.343,15.3671,1478.13,28.5246,46.5661,31.2379,33.5795,34.9902,21.612,60.11,143.75,75.1512,208.904,50.4139,39.1539,52.6309,37.3149,19.8927,13.5583,28.2718,224.143,131.851,53.7312,26.7405,19.672,41.7881,140.391,18.7187,8.67126,114.342
2004-04-15,27.323,12.7582,47.0463,11.3403,22.3728,25.9617,21.4499,40.9148,48.6294,37.4728,23.0546,20.8559,41.5511,56.0031,13.4421,16.7217,1029.99,27.5191,32.9084,86.889,204.754,15.2267,1473.95,28.3817,46.4184,30.9286,33.4767,34.8075,21.4782,59.7068,143.379,74.9943,208.643,50.2662,39.0683,52.6309,37.2243,19.847,13.533,28.1862,223.821,131.545,53.6309,26.7038,19.609,41.7465,139.933,18.7187,8.63774,114.122
2004-04-14,27.1959,12.7986,46.7836,11.3042,22.5608,25.9391,21.5419,40.9805,49.1331,37.5369,23.0951,20.9407,41.6214,56.5648,13.52,16.7217,1045.37,27.6285,33.242,87.5935,205.107,15.1565,1473.95,28.3687,46.2708,30.6451,33.4914,34.7901,21.3931,59.7471,143.503,75.1512,208.382,50.3646,39.1111,52.6309,37.2579,19.8645,13.5457,28.1862,223.937,131.647,53.6978,26.7008,19.6262,41.7399,140.048,18.7187,8.66599,114.275
2004-04-13,27.3103,12.8793,47.0927,11.3643,22.6976,26.1305,21.6186,41.2432,49.5108,37.601,23.2165,21.1211,41.7094,56.9862,13.5459,16.7586,1043.66,27.7257,33.3531,87.9458,205.461,15.2066,1478.13,28.3947,46.3889,30.542,33.418,34.8249,21.4052,59.8681,143.998,75.1512,209.164,50.5616,39.2395,52.6309,37.3297,19.9018,13.571,28.3788,224.375,131.953,53.7646,26.7539,19.6625,41.858,140.506,18.7187,8.70903,114.599
2004-04-12,27.6913,13.1213,47.8036,11.5206,23.1077,26.4795,21.9715,41.9393,50.5686,38.2846,23.6619,21.5772,42.2723,58.18,13.7535,16.9427,1065.86,28.1752,33.909,89.5896,207.702,15.4073,1499.07,28.7844,46.8318,30.9415,33.7997,35.3119,21.6728,60.6744,144.617,75.6219,209.947,50.8569,39.3251,52.6309,37.478,19.998,13.6343,28.5928,225.221,132.463,54.0319,26.835,19.756,41.9761,141.193,18.8626,8.78039,115.092
2004-04-11,27.5643,13.1011,47.7882,11.4605,22.9881,26.412,21.8641,41.9262,50.2915,38.0283,23.6376,21.4818,41.9557,57.864,13.7016,16.8936,1059.03,28.0294,33.7979,89.0025,206.641,15.2969,1486.51,28.6415,46.8318,30.7997,33.5795,35.1293,21.5633,60.4728,144.741,75.6219,209.686,50.9554,39.3679,52.6309,37.5116,20.0156,13.6343,28.6142,225.513,132.565,54.0653,26.8601,19.7731,42.011,141.251,18.8626,8.80865,115.075
2004-04-10,27.5643,13.1011,47.7882,11.4605,22.9881,26.412,21.8641,41.9262,50.2915,38.0283,23.6376,21.4818,41.9557,57.864,13.7016,16.8936,1059.03,28.0294,33.7979,89.0025,206.641,15.2969,1486.51,28.6415,46.8318,30.7997,33.5795,35.1293,21.5633,60.4728,144.741,75.6219,209.686,50.9554,39.3679,52.6309,37.5116,20.0156,13.6343,28.6142,225.513,132.565,54.0653,26.8601,19.7731,42.011,141.251,18.8626,8.80865,115.075
2004-04-09,27.5643,13.1011,47.7882,11.4605,22.9881,26.412,21.8641,41.9262,50.2915,38.0283,23.6376,21.4818,41.9557,57.864,13.7016,16.8936,1059.03,28.0294,33.7979,89.0025,206.641,15.2969,1486.51,28.6415,46.8318,30.7997,33.5795,35.1293,21.5633,60.4728,144.741,75.6219,209.686,50.9554,39.3679,52.6309,37.5116,20.0156,13.6343,28.6142,225.513,132.565,54.0653,26.8601,19.7731,42.011,141.251,18.8626,8.80865,115.075
2004-04-08,27.5643,13.1011,47.7882,11.4605,22.9881,26.412,21.8641,41.9262,50.2915,38.0283,23.6376,21.4818,41.9557,57.864,13.7016,16.8936,1059.03,28.0294,33.7979,89.0025,206.641,15.2969,1486.51,28.6415,46.8318,30.7997,33.5795,35.1293,21.5633,60.4728,144.741,75.6219,209.686,50.9554,39.3679,52.6309,37.5116,20.0156,13.6343,28.6142,225.513,132.565,54.0653,26.8601,19.7731,42.011,141.251,18.8626,8.80865,115.075
2004-04-07,27.6278,13.1717,48.0509,11.4846,23.0223,26.5021,21.8795,42.0575,50.2412,37.9855,23.7267,21.5454,41.9205,57.8289,13.7276,16.955,1053.91,28.0415,33.7979,88.6503,206.759,15.3069,1486.51,28.6675,46.8909,30.8384,33.6382,35.1641,21.6241,60.4728,144.989,75.7788,209.6,51.0539,39.3679,52.6309,37.5315,20.0268,13.647,28.7426,225.66,132.667,54.0988,26.8763,19.7844,42.046,141.365,18.9265,8.81824,115.178
2004-04-06,27.6532,13.1818,48.19,11.5086,22.9881,26.5471,21.9408,42.1101,50.2663,38.1137,23.7024,21.4924,42.0085,57.8289,13.7535,17.0041,1057.32,28.1023,34.1314,88.8851,207.82,15.3471,1499.07,28.8623,46.95,30.9673,33.8731,35.3988,21.7701,60.9163,144.865,75.6219,209.6,50.9554,39.3251,52.6309,37.5269,20.0247,13.6343,28.6784,225.483,132.667,54.0988,26.8732,19.7826,41.9979,141.308,18.8546,8.81692,115.161
2004-04-05,27.7167,13.2222,48.2055,11.5447,23.1761,26.5809,21.9715,42.2808,50.6693,38.4769,23.913,21.6939,41.8501,58.2853,13.8054,17.0655,1069.28,28.163,34.5761,89.8245,208.646,15.3471,1499.07,28.9143,47.0681,31.0059,34.0493,35.4684,21.7458,61.1985,144.493,75.465,209.341,50.7585,39.2823,52.6309,37.4841,19.9832,13.609,28.5286,225.014,132.361,53.9651,26.814,19.7426,41.9497,140.907,18.8546,8.77126,114.805
2004-04-04,27.6151,13.1415,48.0973,11.4485,22.9881,26.4007,21.7874,42.0312,50.1152,38.1992,23.7996,21.556,41.6742,57.6884,13.6757,17.0041,1055.61,27.9079,34.2426,88.7677,206.995,15.2869,1486.51,28.6935,47.0681,30.6966,33.7557,35.1988,21.612,60.2309,144.989,75.7788,209.341,51.0539,39.4106,52.6309,37.5942,20.0401,13.6343,28.6784,225.714,132.667,54.0988,26.895,19.7981,42.0678,141.422,18.9265,8.82906,115.128
2004-04-03,27.6151,13.1415,48.0973,11.4485,22.9881,26.4007,21.7874,42.0312,50.1152,38.1992,23.7996,21.556,41.6742,57.6884,13.6757,17.0041,1055.61,27.9079,34.2426,88.7677,206.995,15.2869,1486.51,28.6935,47.0681,30.6966,33.7557,35.1988,21.612,60.2309,144.989,75.7788,209.341,51.0539,39.4106,52.6309,37.5942,20.0401,13.6343,28.6784,225.714,132.667,54.0988,26.895,19.7981,42.0678,141.422,18.9265,8.82906,115.128
2004-04-02,27.6151,13.1415,48.0973,11.4485,22.9881,26.4007,21.7874,42.0312,50.1152,38.1992,23.7996,21.556,41.6742,57.6884,13.6757,17.0041,1055.61,27.9079,34.2426,88.7677,206.995,15.2869,1486.51,28.6935,47.0681,30.6966,33.7557,35.1988,21.612,60.2309,144.989,75.7788,209.341,51.0539,39.4106,52.6309,37.5942,20.0401,13.6343,28.6784,225.714,132.667,54.0988,26.895,19.7981,42.0678,141.422,18.9265,8.82906,115.128
2004-04-01,27.4754,13.0709,48.0355,11.4124,22.6805,26.2769,21.4499,41.7291,49.1079,37.6651,23.5892,21.2696,41.2169,56.5648,13.5719,16.8322,1033.41,27.507,33.6867,87.4761,204.989,15.1665,1478.13,28.4467,46.9204,30.2843,33.3152,34.8945,21.466,59.989,146.227,76.4064,209.6,51.6447,39.6246,52.6309,37.9631,20.2305,13.7483,29.0423,227.438,133.79,54.4329,27.0819,19.9642,42.3389,142.74,19.065,8.98778,116.098
2004-03-31,27.3484,12.9801,47.7109,11.3763,22.5096,26.063,21.2504,41.4139,48.6546,37.4514,23.3707,21.0999,40.7771,56.0382,13.4681,16.6972,1024.87,27.264,33.3531,86.5368,203.928,15.1765,1469.76,28.3038,46.7728,30.0652,33.1977,34.7119,21.3323,59.5052,146.474,76.5633,209.341,51.7431,39.7102,53.7303,38.0351,20.2677,13.7736,29.0637,227.7,134.096,54.5331,27.1069,20.0006,42.4154,143.026,19.1369,9.0308,116.251
2004-03-30,27.2468,12.9499,47.5563,11.3643,22.5608,26.0179,21.189,41.3088,48.5539,37.3446,23.2898,21.0893,40.6715,55.9328,13.4162,16.6358,1026.58,27.1911,33.5755,86.5368,203.692,15.1465,1469.76,28.3168,46.7137,30.0909,33.2418,34.7293,21.3201,59.5052,145.632,76.4064,209.082,51.4477,39.5818,54.304,37.9165,20.2069,13.7483,28.9353,227.378,133.79,54.4329,27.0759,19.9608,42.301,142.683,19.0193,8.98515,115.896
