as_of,B14867,B10363,B14965,B09417,B07245,B04762,B12844,B09550,B15851,B14908,B13135,B06850,B00774,B00450,B03777,B05350,B02390,B15191,B06096,B11505
5/16/2000,110.254,56.8036,164.315,34.1275,28.0633,28.611,27.7155,14.1896,9.97527,17.005,163.562,99.4105,37.7488,19.296,14.4443,28.7395,96.195,14.1726,5.14109,83.1395
5/17/2000,109.855,56.8036,163.934,34.02,27.9985,28.611,27.6592,14.1767,9.97527,16.9098,163.122,99.2455,37.6215,19.2561,14.4161,28.6822,95.7001,14.1161,5.11912,82.8862
5/18/2000,109.457,56.6754,163.553,33.9483,27.8367,28.611,27.572,14.1179,9.94396,16.8146,162.566,98.5855,37.4177,19.1946,14.3572,28.593,95.2052,14.1187,5.07518,82.4987
5/19/2000,109.656,56.6754,162.792,34.0558,27.9014,28.611,27.5884,14.1559,9.9544,16.8146,162.713,99.163,37.4686,19.2481,14.3905,28.6315,95.2502,14.1267,5.07518,82.6776
5/20/2000,109.656,56.6754,162.792,34.0558,27.9014,28.611,27.5884,14.1559,9.9544,16.8146,162.713,99.163,37.4686,19.2481,14.3905,28.6315,95.2502,14.1267,5.07518,82.6776
5/21/2000,109.656,56.6754,162.792,34.0558,27.9014,28.611,27.5884,14.1559,9.9544,16.8146,162.713,99.163,37.4686,19.2481,14.3905,28.6315,95.2502,14.1267,5.07518,82.6776
5/22/2000,109.955,56.9318,162.22,34.0917,27.9338,28.611,27.6246,14.189,9.9857,16.8464,163.213,99.4105,37.6215,19.3164,14.4391,28.7668,95.3851,14.1885,5.12966,82.9608
5/23/2000,109.756,56.9318,161.459,34.1275,27.9338,28.611,27.5992,14.1915,9.9857,16.8464,163.126,99.4105,37.596,19.2981,14.4263,28.7742,95.4301,14.1911,5.12966,82.9758
5/24/2000,109.656,56.9318,161.459,34.0558,27.8982,28.611,27.5737,14.1786,9.97527,16.7988,163.039,99.328,37.5705,19.2799,14.4289,28.7495,95.2952,14.1347,5.12966,82.9907
5/25/2000,110.154,57.06,161.649,34.1634,27.996,28.611,27.6717,14.227,10.0066,16.8702,163.656,99.658,37.7328,19.3482,14.4929,28.8213,95.5651,14.1964,5.16283,83.408
5/26/2000,110.552,57.0985,161.459,34.2709,28.0285,28.611,27.6717,14.2828,10.017,16.934,164.038,99.9054,37.9379,19.3948,14.5494,28.8856,95.8369,14.2635,5.18494,83.6019
5/27/2000,110.552,57.0985,161.459,34.2709,28.0285,28.611,27.6717,14.2828,10.017,16.934,164.038,99.9054,37.9379,19.3948,14.5494,28.8856,95.8369,14.2635,5.18494,83.6019
5/28/2000,110.552,57.0985,161.459,34.2709,28.0285,28.611,27.6717,14.2828,10.017,16.934,164.038,99.9054,37.9379,19.3948,14.5494,28.8856,95.8369,14.2635,5.18494,83.6019
5/29/2000,110.552,57.0985,161.459,34.2709,28.0285,28.611,27.6717,14.2861,10.017,16.934,164.038,99.9054,37.9379,19.3948,14.5494,28.8856,95.8369,14.2635,5.18494,83.6019
5/30/2000,110.254,57.0985,162.411,34.2351,27.996,28.611,27.6717,14.2579,10.0066,16.95,163.988,99.7404,37.861,19.3527,14.5289,28.8535,95.7916,14.207,5.16283,83.4827
5/31/2000,111.467,57.2274,162.601,34.2351,28.1263,32.2402,27.7355,14.303,10.0379,17.0617,164.491,100.07,38.0916,19.4549,14.5778,28.9178,96.4257,14.2715,5.19599,83.7659
6/1/2000,112.118,57.4852,163.363,34.486,28.2567,31.5439,27.8345,14.3825,10.0692,17.1415,165.229,100.483,38.2711,19.5452,14.6576,29.0861,96.788,14.3931,5.24022,84.321
6/2/2000,112.819,57.6141,165.076,34.8086,28.3871,31.5439,27.9445,14.421,10.1005,17.2213,165.732,100.895,38.4249,19.5993,14.6911,29.1901,96.9692,14.4598,5.27338,84.6373
6/3/2000,112.819,57.6141,165.076,34.8086,28.3871,31.5439,27.9445,14.421,10.1005,17.2213,165.732,100.895,38.4249,19.5993,14.6911,29.1901,96.9692,14.4598,5.27338,84.6373
6/4/2000,112.819,57.6141,165.076,34.8086,28.3871,31.5439,27.9445,14.421,10.1005,17.2213,165.732,100.895,38.4249,19.5993,14.6911,29.1901,96.9692,14.4598,5.27338,84.6373
6/5/2000,113.319,57.8718,165.267,34.9879,28.4522,31.5439,28.0123,14.4697,10.1318,17.2692,166.116,101.143,38.5531,19.6463,14.7453,29.2619,97.2409,14.5216,5.29549,85.0575
6/6/2000,113.52,57.8718,165.124,35.0596,28.4848,31.5439,28.0179,14.4723,10.1422,17.2851,166.146,101.143,38.5274,19.6498,14.7633,29.2693,97.5127,14.524,5.30655,85.2079
6/7/2000,113.52,58.0007,165.124,35.0237,28.5174,31.5439,28.0235,14.4595,10.1422,17.3011,166.412,101.225,38.6043,19.6968,14.7659,29.3089,97.6485,14.467,5.3176,85.3583
6/8/2000,113.52,57.8718,165.508,34.9879,28.5826,31.5439,28.0602,14.462,10.1318,17.3011,166.443,101.225,38.6556,19.7003,14.7531,29.3164,97.7391,14.4694,5.3176,85.3738
6/9/2000,113.62,57.8718,165.891,34.9879,28.5826,31.5439,28.1082,14.4543,10.1422,17.2851,166.473,101.308,38.6812,19.7108,14.7557,29.3238,97.6485,14.4767,5.3176,85.4203
6/10/2000,113.62,57.8718,165.891,34.9879,28.5826,31.5439,28.1082,14.4543,10.1422,17.2851,166.473,101.308,38.6812,19.7108,14.7557,29.3238,97.6485,14.4767,5.3176,85.4203
6/11/2000,113.62,57.8718,165.891,34.9879,28.5826,31.5439,28.1082,14.4543,10.1422,17.2851,166.473,101.308,38.6812,19.7108,14.7557,29.3238,97.6485,14.4767,5.3176,85.4203
6/12/2000,113.82,58.0007,165.699,35.0954,28.6152,31.5439,28.1449,14.4877,10.1526,17.349,166.857,101.473,38.7581,19.7578,14.7892,29.3956,98.0109,14.4791,5.33971,85.7056
6/13/2000,113.92,58.0007,165.891,35.1313,28.5826,31.5439,28.1506,14.4902,10.1735,17.3649,166.415,101.39,38.7325,19.7612,14.7918,29.3708,98.0109,14.4815,5.32866,85.7211
6/14/2000,114.321,58.2585,166.083,35.2747,28.6804,31.5439,28.2183,14.539,10.1944,17.4288,166.8,101.638,38.9376,19.7865,14.8407,29.4748,98.2826,14.5434,5.36182,86.0064
6/15/2000,114.22,58.2585,166.466,35.2388,28.6804,31.5439,28.2241,14.5416,10.1944,17.3969,166.949,101.72,38.9119,19.79,14.8433,29.4823,98.192,14.5458,5.35077,86.0219
6/16/2000,114.621,58.3874,166.85,35.3464,28.7456,31.5439,28.2722,14.5801,10.2257,17.4926,167.57,102.133,39.0914,19.8438,14.8923,29.554,98.5544,14.6125,5.38394,86.3382
6/17/2000,114.621,58.3874,166.85,35.3464,28.7456,31.5439,28.2722,14.5801,10.2257,17.4926,167.57,102.133,39.0914,19.8438,14.8923,29.554,98.5544,14.6125,5.38394,86.3382
6/18/2000,114.621,58.3874,166.85,35.3464,28.7456,31.5439,28.2722,14.5801,10.2257,17.4926,167.57,102.133,39.0914,19.8438,14.8923,29.554,98.5544,14.6125,5.38394,86.3382
6/19/2000,114.421,58.3874,167.234,35.3822,28.713,31.5439,28.2779,14.5673,10.2257,17.4767,167.364,102.05,39.0657,19.8472,14.864,29.5763,98.3279,14.5555,5.37288,86.2188
6/20/2000,114.321,58.2585,167.234,35.3464,28.6804,31.5439,28.2525,14.5699,10.2153,17.4607,167.277,101.968,39.0401,19.829,14.8512,29.6259,98.2826,14.5579,5.37288,86.0995
6/21/2000,113.82,58.1296,167.234,35.203,28.6152,31.5439,28.196,14.5109,10.1944,17.3809,166.717,101.638,38.9632,19.7671,14.8075,29.5682,97.9656,14.5008,5.33971,85.8452
6/22/2000,113.62,58.0007,166.85,35.1671,28.6152,31.5439,28.1707,14.498,10.184,17.3171,166.63,101.555,38.835,19.7489,14.7792,29.543,97.6938,14.5032,5.36437,85.7258
6/23/2000,113.319,57.8718,166.658,35.0596,28.55,31.5439,28.1256,14.4749,10.1735,17.2612,166.189,101.308,38.7325,19.7156,14.7509,29.4529,97.4674,14.451,5.34211,85.5026
6/24/2000,113.319,57.8718,166.658,35.0596,28.55,31.5439,28.1256,14.4749,10.1735,17.2612,166.189,101.308,38.7325,19.7156,14.7509,29.4529,97.4674,14.451,5.34211,85.5026
6/25/2000,113.319,57.8718,166.658,35.0596,28.55,31.5439,28.1256,14.4749,10.1735,17.2612,166.189,101.308,38.7325,19.7156,14.7509,29.4529,97.4674,14.451,5.34211,85.5026
6/26/2000,113.52,58.0007,167.425,35.203,28.6771,31.5439,28.1623,14.5083,10.1944,17.3415,166.692,101.638,38.9376,19.7626,14.7844,29.5572,97.8297,14.5129,5.34211,85.5181
6/27/2000,113.62,58.1296,167.234,35.3105,28.7099,31.5439,28.1989,14.5262,10.2048,17.4057,166.938,101.803,38.8607,19.7879,14.8025,29.592,98.3279,14.5153,5.36437,85.6685
6/28/2000,113.52,58.0394,167.234,35.2388,28.6771,31.5439,28.2047,14.5134,10.1944,17.3897,166.733,101.72,38.893,19.7913,14.7897,29.5667,98.2367,14.5177,5.35324,85.684
6/29/2000,114.02,58.2985,167.234,35.3822,28.7756,31.5439,28.2725,14.5776,10.2153,17.5342,167.619,102.056,39.151,19.8599,14.8541,29.6711,99.1032,14.5796,5.36437,85.8344
6/30/2000,114.834,58.2985,167.425,35.418,28.8084,33.9277,28.2896,14.5955,10.2257,17.5502,167.769,102.14,39.1252,19.8854,14.8595,29.7106,99.1944,14.582,5.38663,86.1197
7/1/2000,114.834,58.2985,167.425,35.418,28.8084,33.9277,28.2896,14.5955,10.2257,17.5502,167.769,102.14,39.1252,19.8854,14.8595,29.7106,99.1944,14.582,5.38663,86.1197
7/2/2000,114.834,58.2985,167.425,35.418,28.8084,33.9277,28.2896,14.5955,10.2257,17.5502,167.769,102.14,39.1252,19.8854,14.8595,29.7106,99.1944,14.582,5.38663,86.1197
7/3/2000,114.992,58.4281,167.809,35.5615,28.874,33.9277,28.3322,14.6164,10.2466,17.5663,168.036,102.392,39.151,19.9107,14.8932,29.7502,99.3313,14.5845,5.40888,86.3157
7/4/2000,114.992,58.4281,167.809,35.5615,28.874,33.9277,28.3322,14.6164,10.2466,17.5663,168.036,102.392,39.151,19.9107,14.8932,29.7502,99.3313,14.5845,5.40888,86.3157
7/5/2000,115.093,58.5576,167.617,35.6081,28.9068,32.076,28.3377,14.6655,10.2674,17.5823,168.185,102.476,39.2027,19.9141,14.9268,29.7573,99.1488,14.6467,5.42001,86.4664
7/6/2000,114.791,58.4281,167.665,35.4978,28.8412,32.076,28.2807,14.6063,10.2466,17.5342,167.859,102.224,39.0736,19.8957,14.8829,29.732,98.9208,14.5895,5.39776,86.3459
7/7/2000,115.194,58.5576,168.051,35.6448,28.9396,32.076,28.3597,14.6453,10.2674,17.5984,168.363,102.56,39.2027,19.9279,14.9321,29.804,99.3769,14.6567,5.42001,86.6624
7/8/2000,115.194,58.5576,168.051,35.6448,28.9396,32.076,28.3597,14.6453,10.2674,17.5984,168.363,102.56,39.2027,19.9279,14.9321,29.804,99.3769,14.6567,5.42001,86.6624
7/9/2000,115.194,58.5576,168.051,35.6448,28.9396,32.076,28.3597,14.6453,10.2674,17.5984,168.363,102.56,39.2027,19.9279,14.9321,29.804,99.3769,14.6567,5.42001,86.6624
7/10/2000,115.093,58.5576,168.438,35.6081,28.9068,32.076,28.3652,14.6326,10.2779,17.5823,168.156,102.476,39.2285,19.9313,14.9192,29.7787,99.24,14.6593,5.42001,86.5419
7/11/2000,114.992,58.5576,168.631,35.5346,28.9396,32.076,28.3395,14.6353,10.2779,17.6144,168.186,102.392,39.2027,19.9128,14.9063,29.7859,99.5593,14.6618,5.42001,86.557
7/12/2000,114.791,58.5576,168.631,35.4611,28.9068,32.076,28.3451,14.6225,10.2674,17.6144,168.097,102.308,38.9704,19.8944,14.9089,29.793,99.4681,14.6045,5.42001,86.4364
7/13/2000,115.194,58.6872,169.21,35.6448,29.0052,32.076,28.3819,14.6716,10.2883,17.6787,168.72,102.728,39.3317,19.9634,14.9581,29.8976,99.7873,14.6668,5.4534,86.8584
7/14/2000,114.791,58.5576,169.597,35.4611,28.9396,32.076,28.3673,14.6178,10.257,17.6144,168.038,102.392,39.2543,19.9081,14.9142,29.8075,99.6049,14.6145,5.44227,86.6324
7/15/2000,114.791,58.5576,169.597,35.4611,28.9396,32.076,28.3673,14.6178,10.257,17.6144,168.038,102.392,39.2543,19.9081,14.9142,29.8075,99.6049,14.6145,5.44227,86.6324
7/16/2000,114.791,58.5576,169.597,35.4611,28.9396,32.076,28.3673,14.6178,10.257,17.6144,168.038,102.392,39.2543,19.9081,14.9142,29.8075,99.6049,14.6145,5.44227,86.6324
7/17/2000,114.489,58.2985,169.79,35.3876,28.874,32.076,28.3102,14.574,10.257,17.5663,167.712,102.056,39.1252,19.8459,14.8702,29.7498,99.2857,14.5573,5.42001,86.3763
7/18/2000,114.489,58.4281,169.597,35.3876,28.9068,32.076,28.3157,14.5767,10.2466,17.5663,167.742,102.14,39.1768,19.8493,14.8729,29.7894,99.3769,14.5598,5.42001,86.3914
7/19/2000,114.287,58.2985,169.21,35.3508,28.9068,32.076,28.3212,14.5794,10.2466,17.5663,167.772,102.14,39.151,19.8526,14.8601,29.7961,99.3313,14.5623,5.40888,86.2709
7/20/2000,115.093,58.6872,169.597,35.6081,29.0709,32.076,28.4204,14.6749,10.2987,17.7108,168.87,102.811,39.4607,19.9873,14.9558,30.0344,100.015,14.6843,5.46453,86.8284
7/21/2000,115.194,58.8167,169.404,35.5346,29.1037,32.076,28.4368,14.6985,10.2987,17.7429,169.019,102.979,39.5124,19.9975,14.974,30.0737,100.152,14.6918,5.51027,87.0093
7/22/2000,115.194,58.8167,169.404,35.5346,29.1037,32.076,28.4368,14.6985,10.2987,17.7429,169.019,102.979,39.5124,19.9975,14.974,30.0737,100.152,14.6918,5.51027,87.0093
7/23/2000,115.194,58.8167,169.404,35.5346,29.1037,32.076,28.4368,14.6985,10.2987,17.7429,169.019,102.979,39.5124,19.9975,14.974,30.0737,100.152,14.6918,5.51027,87.0093
7/24/2000,115.093,58.6872,169.017,35.6081,29.0676,32.076,28.4109,14.6857,10.2987,17.7429,168.93,102.811,39.5382,19.979,14.9611,30.0478,99.9697,14.6944,5.49907,87.0244
7/25/2000,115.093,58.8167,169.21,35.6448,29.0676,32.076,28.4163,14.6884,10.2987,17.7509,169.079,102.895,39.564,20.0043,14.9637,30.0546,100.107,14.6968,5.49907,87.0395
7/26/2000,115.093,58.6872,168.824,35.7183,29.0676,32.076,28.4217,14.6911,10.2987,17.7671,168.99,102.853,39.4865,19.9854,14.9663,30.0939,100.152,14.6994,5.48787,87.0546
7/27/2000,115.194,58.8815,168.245,35.7183,29.1336,32.076,28.4583,14.7093,10.2987,17.8155,169.377,103.022,39.4873,20.0324,14.9845,30.1007,100.473,14.7019,5.49907,87.2053
7/28/2000,114.992,58.7512,167.665,35.6081,29.1006,32.076,28.412,14.7019,10.2883,17.7994,169.439,102.938,39.4354,19.999,14.9954,30.1074,100.29,14.7094,5.48787,87.115
7/29/2000,114.992,58.7512,167.665,35.6081,29.1006,32.076,28.412,14.7019,10.2883,17.7994,169.439,102.938,39.4354,19.999,14.9954,30.1074,100.29,14.7094,5.48787,87.115
7/30/2000,114.992,58.7512,167.665,35.6081,29.1006,32.076,28.412,14.7019,10.2883,17.7994,169.439,102.938,39.4354,19.999,14.9954,30.1074,100.29,14.7094,5.48787,87.115
7/31/2000,115.465,58.7512,167.858,35.6081,29.0676,34.6524,28.3859,14.7101,10.2987,17.7671,169.35,102.956,39.4614,20.0129,14.998,30.0815,100.015,14.6595,5.47667,87.1301
8/1/2000,115.769,58.8815,167.665,35.6815,29.1006,34.6524,28.4227,14.7283,10.3092,17.7994,169.619,103.125,39.5392,20.0603,15.0163,30.1209,100.427,14.7221,5.49907,87.2816
8/2/2000,115.871,58.8815,168.051,35.755,29.1336,33.9009,28.4596,14.7465,10.3196,17.864,169.887,103.125,39.5133,20.0638,15.0345,30.1602,100.611,14.7246,5.48787,87.2968
8/3/2000,115.972,59.0117,167.858,35.7918,29.1997,33.9009,28.465,14.7648,10.3196,17.8801,170.037,103.294,39.6171,20.0892,15.0528,30.1996,100.703,14.7271,5.51027,87.4483
8/4/2000,116.174,59.142,168.245,35.8653,29.2658,33.9009,28.5442,14.8195,10.3405,17.9286,170.544,103.463,39.7469,20.1367,15.0866,30.2717,100.932,14.7943,5.52147,87.7665
8/5/2000,116.174,59.142,168.245,35.8653,29.2658,33.9009,28.5442,14.8195,10.3405,17.9286,170.544,103.463,39.7469,20.1367,15.0866,30.2717,100.932,14.7943,5.52147,87.7665
8/6/2000,116.174,59.142,168.245,35.8653,29.2658,33.9009,28.5442,14.8195,10.3405,17.9286,170.544,103.463,39.7469,20.1367,15.0866,30.2717,100.932,14.7943,5.52147,87.7665
8/7/2000,116.174,59.142,168.679,35.8285,29.2327,33.9009,28.5496,14.791,10.3405,17.8963,170.336,103.294,39.695,20.1181,15.0737,30.2457,100.657,14.7967,5.51027,87.6454
8/8/2000,116.276,59.2723,168.874,35.9755,29.2988,33.9009,28.6179,14.8248,10.3613,17.9125,170.604,103.548,39.669,20.1436,15.1075,30.3178,100.84,14.799,5.53267,87.7969
8/9/2000,116.276,59.2723,169.068,36.049,29.3318,33.9009,28.6233,14.8275,10.3718,17.9609,170.754,103.548,39.721,20.147,15.1102,30.3245,101.024,14.8615,5.52147,87.8121
8/10/2000,116.58,59.4026,169.068,36.049,29.3649,33.9009,28.6288,14.8613,10.3822,18.0094,171.023,103.801,39.8248,20.2165,15.1441,30.3965,101.345,14.8638,5.54387,87.9636
8/11/2000,116.276,59.2723,168.485,36.049,29.2988,33.9009,28.6453,14.8382,10.3718,17.9609,170.695,103.548,39.7469,20.1609,15.0999,30.3053,101.161,14.8709,5.52147,87.8728
8/12/2000,116.276,59.2723,168.485,36.049,29.2988,33.9009,28.6453,14.8382,10.3718,17.9609,170.695,103.548,39.7469,20.1609,15.0999,30.3053,101.161,14.8709,5.52147,87.8728
8/13/2000,116.276,59.2723,168.485,36.049,29.2988,33.9009,28.6453,14.8382,10.3718,17.9609,170.695,103.548,39.7469,20.1609,15.0999,30.3053,101.161,14.8709,5.52147,87.8728
8/14/2000,116.276,59.2723,168.679,36.049,29.2988,33.9009,28.6194,14.8409,10.3822,18.0255,170.964,103.632,39.7989,20.1643,15.1182,30.3447,101.483,14.8733,5.53267,88.0243
8/15/2000,116.174,59.2723,168.485,36.049,29.2658,33.9009,28.5936,14.8435,10.3822,17.9932,170.755,103.463,39.7729,20.1458,15.1052,30.3188,101.345,14.8757,5.53267,87.9031
8/16/2000,115.972,59.2723,168.29,36.049,29.2327,33.9009,28.5677,14.8306,10.3718,18.0094,170.547,103.379,39.6431,20.1492,15.0922,30.2929,101.391,14.818,5.52147,87.782
8/17/2000,115.972,59.2723,168.485,36.049,29.2327,33.9009,28.5732,14.8333,10.3718,18.0578,170.816,103.463,39.669,20.1526,15.1106,30.2996,101.62,14.8203,5.52147,87.6608
8/18/2000,116.174,59.4026,168.679,36.0858,29.2658,33.9009,28.5898,14.8724,10.3822,18.0901,171.085,103.632,39.5912,20.2069,15.1288,30.339,101.804,14.8274,5.53267,87.8427
8/19/2000,116.174,59.4026,168.679,36.0858,29.2658,33.9009,28.5898,14.8724,10.3822,18.0901,171.085,103.632,39.5912,20.2069,15.1288,30.339,101.804,14.8274,5.53267,87.8427
8/20/2000,116.174,59.4026,168.679,36.0858,29.2658,33.9009,28.5898,14.8724,10.3822,18.0901,171.085,103.632,39.5912,20.2069,15.1288,30.339,101.804,14.8274,5.53267,87.8427
8/21/2000,115.972,59.4026,168.874,36.049,29.2658,33.9009,28.5953,14.8596,10.3822,18.0901,170.995,103.548,39.5912,20.1884,15.1159,30.413,101.896,14.8298,5.52147,87.8578
8/22/2000,115.972,59.4026,168.874,36.1225,29.2988,33.9009,28.5694,14.8622,10.3926,18.0901,171.145,103.548,39.6431,20.1918,15.1341,30.4196,101.85,14.8923,5.546,87.7366
8/23/2000,116.073,59.5328,169.068,36.2695,29.3649,33.9009,28.6064,14.896,10.4135,18.1063,171.414,103.717,39.721,20.2392,15.1524,30.492,102.079,14.8946,5.56855,88.0245
8/24/2000,116.276,59.5328,169.457,36.2327,29.3979,33.9009,28.6433,14.9143,10.4135,18.1386,171.563,103.801,39.8285,20.2646,15.1863,30.5314,102.217,14.897,5.57982,88.1761
8/25/2000,116.276,59.5328,169.846,36.3063,29.4311,33.9009,28.6285,14.9223,10.4135,18.1467,171.594,103.801,39.8285,20.2749,15.2184,30.538,102.217,14.9041,5.57982,88.2216
8/26/2000,116.276,59.5328,169.846,36.3063,29.4311,33.9009,28.6285,14.9223,10.4135,18.1467,171.594,103.801,39.8285,20.2749,15.2184,30.538,102.217,14.9041,5.57982,88.2216
8/27/2000,116.276,59.5328,169.846,36.3063,29.4311,33.9009,28.6285,14.9223,10.4135,18.1467,171.594,103.801,39.8285,20.2749,15.2184,30.538,102.217,14.9041,5.57982,88.2216
8/28/2000,115.972,59.5328,170.041,36.2327,29.3646,33.9009,28.6027,14.8938,10.4135,18.1142,171.266,103.548,39.724,20.2342,15.1897,30.4788,101.941,14.9065,5.55727,88.1004
8/29/2000,115.769,59.4677,170.041,36.196,29.3646,33.9009,28.5769,14.8654,10.4031,18.0167,171.057,103.379,39.5673,20.2155,15.161,30.4525,101.616,14.8487,5.53473,87.8429
8/30/2000,115.769,59.4677,170.43,36.196,29.3646,33.1432,28.5826,14.868,10.4031,18.0492,171.509,103.463,39.5412,20.2189,15.1636,30.4591,101.709,14.8511,5.53473,87.858
8/31/2000,116.954,59.5987,171.208,36.3797,29.4311,35.8942,28.6509,14.9174,10.4239,18.1142,172.019,104.378,39.6979,20.2733,15.2134,30.5972,102.174,14.9136,5.56855,88.1459
9/1/2000,117.158,59.7297,171.403,36.49,29.5309,35.8942,28.7055,14.9755,10.4448,18.1467,172.41,104.548,39.8807,20.3211,15.2475,30.6366,102.313,14.9811,5.57982,88.4832
9/2/2000,117.158,59.7297,171.403,36.49,29.5309,35.8942,28.7055,14.9755,10.4448,18.1467,172.41,104.548,39.8807,20.3211,15.2475,30.6366,102.313,14.9811,5.57982,88.4832
9/3/2000,117.158,59.7297,171.403,36.49,29.5309,35.8942,28.7055,14.9755,10.4448,18.1467,172.41,104.548,39.8807,20.3211,15.2475,30.6366,102.313,14.9811,5.57982,88.4832
9/4/2000,117.158,59.7297,171.403,36.49,29.5309,35.8942,28.7055,14.9755,10.4448,18.1467,172.41,104.548,39.8807,20.3211,15.2475,30.6366,102.313,14.9811,5.57982,88.4832
9/5/2000,117.158,59.7297,172.181,36.4532,29.5642,35.8942,28.7429,14.9782,10.4552,18.1629,172.441,104.633,39.8807,20.3247,15.2659,30.6761,102.453,14.9834,5.57982,88.4989
9/6/2000,116.852,59.7297,172.035,36.4165,29.5309,35.8942,28.7486,14.9654,10.4448,18.1304,172.113,104.463,39.8546,20.3062,15.2372,30.584,102.174,14.9257,5.55727,88.3776
9/7/2000,116.751,59.5987,172.231,36.3063,29.4977,35.8942,28.7226,14.9368,10.4344,18.0979,172.024,104.378,39.8023,20.2876,15.2242,30.5577,102.174,14.9283,5.546,88.2563
9/8/2000,116.852,59.7297,172.231,36.3063,29.5309,35.8942,28.7712,14.9608,10.4448,18.1142,172.175,104.463,39.8546,20.3204,15.2426,30.5643,102.22,14.9361,5.55727,88.4407
9/9/2000,116.852,59.7297,172.231,36.3063,29.5309,35.8942,28.7712,14.9608,10.4448,18.1142,172.175,104.463,39.8546,20.3204,15.2426,30.5643,102.22,14.9361,5.55727,88.4407
9/10/2000,116.852,59.7297,172.231,36.3063,29.5309,35.8942,28.7712,14.9608,10.4448,18.1142,172.175,104.463,39.8546,20.3204,15.2426,30.5643,102.22,14.9361,5.55727,88.4407
9/11/2000,116.649,59.5987,172.035,36.343,29.4977,35.8942,28.7452,14.9323,10.4448,18.0979,171.966,104.293,39.8546,20.3019,15.2139,30.584,102.081,14.9388,5.546,88.3193
9/12/2000,116.547,59.5987,172.035,36.3797,29.4644,35.8942,28.7507,14.9351,10.4448,18.0817,171.757,104.208,39.8023,20.3054,15.2166,30.5577,101.941,14.9414,5.52346,88.198
9/13/2000,116.547,59.7297,172.231,36.4532,29.5309,35.8942,28.7879,14.9848,10.4552,18.0817,172.148,104.463,39.9329,20.3311,15.2511,30.6301,101.895,15.0044,5.53473,88.488
9/14/2000,116.445,59.5987,172.427,36.3063,29.4977,35.8942,28.7619,14.9563,10.4552,18.0004,171.699,104.208,39.9068,20.3125,15.2381,30.5709,101.57,14.9466,5.51218,88.2296
9/15/2000,116.139,59.5987,172.231,36.343,29.4644,35.8942,28.747,14.9333,10.4448,17.9192,171.49,104.038,39.9329,20.279,15.225,30.538,101.291,14.9545,5.47837,88.1398
9/16/2000,116.139,59.5987,172.231,36.343,29.4644,35.8942,28.747,14.9333,10.4448,17.9192,171.49,104.038,39.9329,20.279,15.225,30.538,101.291,14.9545,5.47837,88.1398
9/17/2000,116.139,59.5987,172.231,36.343,29.4644,35.8942,28.747,14.9333,10.4448,17.9192,171.49,104.038,39.9329,20.279,15.225,30.538,101.291,14.9545,5.47837,88.1398
9/18/2000,115.936,59.5987,171.251,36.3063,29.4311,35.8942,28.7526,14.9361,10.4448,17.838,171.281,103.953,39.959,20.2824,15.2277,30.5051,100.826,14.9571,5.45582,88.1555
9/19/2000,115.936,59.5987,170.86,36.343,29.4311,35.8942,28.7582,14.9388,10.4448,17.8542,171.433,104.038,40.0113,20.286,15.2304,30.538,100.965,14.9597,5.46709,88.1713
9/20/2000,115.732,59.4677,170.664,36.343,29.3646,35.8942,28.7006,14.9103,10.4344,17.8217,171.224,103.868,39.959,20.2673,15.2017,30.5446,100.686,14.9019,5.44455,88.05
9/21/2000,115.936,59.5987,170.272,36.3063,29.3646,35.8942,28.7062,14.9444,10.4552,17.838,171.495,103.953,40.0635,20.293,15.2201,30.5777,100.872,14.9649,5.46709,88.2028
9/22/2000,116.139,59.7297,170.076,36.3063,29.3979,35.8942,28.7545,14.9684,10.4657,17.8705,171.646,104.123,40.1157,20.3478,15.2541,30.5777,100.965,14.9728,5.50339,88.3872
9/23/2000,116.139,59.7297,170.076,36.3063,29.3979,35.8942,28.7545,14.9684,10.4657,17.8705,171.646,104.123,40.1157,20.3478,15.2541,30.5777,100.965,14.9728,5.50339,88.3872
